web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link
"1662858444-285","https://www.zillow.com/salvo-nc/sold/","25218 Sea Isle Shores Ln LOT 10, Waves, NC 27982","https://www.zillow.com/homedetails/25218-Sea-Isle-Shores-Ln-LOT-10-Waves-NC-27982/2076063710_zpid/","","","","","","","07/06/2020","25218 Sea Isle Shores Ln LOT 10, Waves, NC 27982","$515,900","$515,900"
"1662858459-286","https://www.zillow.com/salvo-nc/sold/","26555 Colony Dr LOT 9, Salvo, NC 27972","https://www.zillow.com/homedetails/26555-Colony-Dr-LOT-9-Salvo-NC-27972/2076059247_zpid/","1987","10,000 sqft","Property detailsParkingParking features: Carport, Off Street, Underground, UnpavedHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivatePatio and porch details: Covered Decks, Patio, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: Res","4","3","1,568","10/28/2020","26555 Colony Dr LOT 9, Salvo, NC 27972","$449,500","$449,500"
"1662858475-287","https://www.zillow.com/salvo-nc/sold/","25219 Island Pines Dr LOT 1, Waves, NC 27982","https://www.zillow.com/homedetails/25219-Island-Pines-Dr-LOT-1-Waves-NC-27982/2076062225_zpid/","","","","","","","07/29/2020","25219 Island Pines Dr LOT 1, Waves, NC 27982","$475,000","$475,000"
"1662858485-288","https://www.zillow.com/salvo-nc/sold/","25240 Island Pines Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25240-Island-Pines-Dr-Waves-NC-27982/247062690_zpid/","2003","0.46 Acres","Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Heated Salt, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.46 AcresLot features: Cul-De-Sac, Level, LandscapedOther property informationParcel number: 014250009Zoning description: Res","8","8","4,190","02/02/2022","25240 Island Pines Dr, Waves, NC 27982","$1.15M","$1,150,000"
"1662858495-289","https://www.zillow.com/salvo-nc/sold/","25225 Sea Isle Hills Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25225-Sea-Isle-Hills-Dr-Waves-NC-27982/249682768_zpid/","Built in 1999","8,887 sqft","Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessFrontage length: Roadfront: 65Has waterview: YesWaterview: Ocean,SoundLotLot size: 8,887 sqftLot size dimensions: 65 x 137 x 134 x 65Lot features: Cul-De-Sac, LevelOther property informationParcel number: 011622022Zoning description: Res","4","5","2,214","09/30/2021","25225 Sea Isle Hills Dr, Waves, NC 27982","$525,000",""
"1662858508-290","https://www.zillow.com/salvo-nc/sold/","27251 Farrow Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/27251-Farrow-Dr-Salvo-NC-27972/228617893_zpid/","2015","0.37 Acres","Property detailsParkingParking features: No Garage, Off Street, Paved, Underground, UnpavedHas garage: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Concrete, Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckFencing: FencedView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.37 AcresLot features: Corner LotOther property informationParcel number: 013200000Zoning description: Resid.","6","8","4,026","11/12/2021","27251 Farrow Dr, Salvo, NC 27972","$1.88M","$1,875,000"
"1662858521-291","https://www.zillow.com/salvo-nc/sold/","26032 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26032-Colony-Dr-Salvo-NC-27972/228617594_zpid/","1993","10,000 sqft","Property detailsParkingParking features: No Garage, Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered DecksView description: OceanWaterfront features: Ocean Front, WaterfrontHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftOther property informationParcel number: 012851000Zoning description: S-1","5","3","2,851","10/21/2021","26032 Colony Dr, Salvo, NC 27972","$790,000","$790,000"
"1662858531-292","https://www.zillow.com/salvo-nc/sold/","27030 Ocean St, Salvo, NC 27972","https://www.zillow.com/homedetails/27030-Ocean-St-Salvo-NC-27972/228617945_zpid/","1987","0.25 Acres","Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.25 AcresLot size dimensions: 110  x  100Lot features: LevelOther property informationParcel number: 013260022Zoning description: S-1","5","5","2,240","03/21/2022","27030 Ocean St, Salvo, NC 27972","$765,000","$765,000"
"1662858541-293","https://www.zillow.com/salvo-nc/sold/","26671 Colony Dr LOT 30, Salvo, NC 27972","https://www.zillow.com/homedetails/26671-Colony-Dr-LOT-30-Salvo-NC-27972/2076055571_zpid/","","","","","","","06/29/2020","26671 Colony Dr LOT 30, Salvo, NC 27972","$359,000","$359,000"
"1662858551-294","https://www.zillow.com/salvo-nc/sold/","26090 Colony Dr LOT 29, Salvo, NC 27972","https://www.zillow.com/homedetails/26090-Colony-Dr-LOT-29-Salvo-NC-27972/2078391970_zpid/","","","","","","","09/30/2021","26090 Colony Dr LOT 29, Salvo, NC 27972","$155,000","$155,000"
"1662858561-295","https://www.zillow.com/salvo-nc/sold/","25209 E Midgett Way LOT 5B, Waves, NC 27982","https://www.zillow.com/homedetails/25209-E-Midgett-Way-LOT-5B-Waves-NC-27982/2076055169_zpid/","","","","","","","10/04/2019","25209 E Midgett Way LOT 5B, Waves, NC 27982","$225,000","$225,000"
"1662858580-296","https://www.zillow.com/salvo-nc/sold/","0 Park Rd LOT 6, Salvo, NC 27972","https://www.zillow.com/homedetails/0-Park-Rd-LOT-6-Salvo-NC-27972/2062351640_zpid/","","","","","","","08/16/2022","0 Park Rd LOT 6, Salvo, NC 27972","$150,000","$150,000"
"1662858590-297","https://www.zillow.com/salvo-nc/sold/","27226 Park Rd LOT 5, Salvo, NC 27972","https://www.zillow.com/homedetails/27226-Park-Rd-LOT-5-Salvo-NC-27972/2072542025_zpid/","","","","","","","08/05/2021","27226 Park Rd LOT 5, Salvo, NC 27972","$92,000","$92,000"
"1662858600-298","https://www.zillow.com/salvo-nc/sold/","26219 Jolly Roger Rd, Kitty Hawk, NC 27972","https://www.zillow.com/homedetails/26219-Jolly-Roger-Rd-Kitty-Hawk-NC-27972/247063261_zpid/","1986","No Data","Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessLotLot features: LevelOther property informationParcel number: 026431000Zoning description: S-1","3","2","1,080","11/10/2021","26219 Jolly Roger Rd, Kitty Hawk, NC 27972","$385,000","$385,000"
"1662858610-299","https://www.zillow.com/salvo-nc/sold/","0 State Highway 12 LOT 1, Rodanthe, NC 27968","https://www.zillow.com/homedetails/0-State-Highway-12-LOT-1-Rodanthe-NC-27968/2079694294_zpid/","","","","","","","12/08/2020","0 State Highway 12 LOT 1, Rodanthe, NC 27968","$65,000","$65,000"
"1662858620-300","https://www.zillow.com/salvo-nc/sold/","27260 Dory Rd LOT 4, Salvo, NC 27972","https://www.zillow.com/homedetails/27260-Dory-Rd-LOT-4-Salvo-NC-27972/2086418555_zpid/","","","","","","","06/08/2021","27260 Dory Rd LOT 4, Salvo, NC 27972","$177,500","$177,500"
"1662858630-301","https://www.zillow.com/salvo-nc/sold/","27233 Hattie Creef Landing Ct LOT 4, Salvo, NC 27972","https://www.zillow.com/homedetails/27233-Hattie-Creef-Landing-Ct-LOT-4-Salvo-NC-27972/2080832441_zpid/","","","","","","","07/18/2022","27233 Hattie Creef Landing Ct LOT 4, Salvo, NC 27972","$168,000","$168,000"
"1662858640-302","https://www.zillow.com/salvo-nc/sold/","25205 Sea Isle Shores Ln #6, Waves, NC 27982","https://www.zillow.com/homedetails/25205-Sea-Isle-Shores-Ln-6-Waves-NC-27982/2076500163_zpid/","2002","No Data","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: LevelOther property informationZoning description: Res","7","7","3,188","01/26/2021","25205 Sea Isle Shores Ln #6, Waves, NC 27982","$605,000","$605,000"
"1662858650-303","https://www.zillow.com/salvo-nc/sold/","26218 Colony Ct LOT 38B, Salvo, NC 27972","https://www.zillow.com/homedetails/26218-Colony-Ct-LOT-38B-Salvo-NC-27972/2076055997_zpid/","","","","","","","04/03/2020","26218 Colony Ct LOT 38B, Salvo, NC 27972","$362,500","$362,500"
"1662858660-304","https://www.zillow.com/salvo-nc/sold/","27232 S Beach Ln LOT 14, Salvo, NC 27972","https://www.zillow.com/homedetails/27232-S-Beach-Ln-LOT-14-Salvo-NC-27972/2076058606_zpid/","2008","No Data","Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: 3 - lots from oceanfront (4th ro, Beach AccessFrontage length: Roadfront: 75Has waterview: YesWaterview: Ocean,SoundLotLot features: Adj to Park Serv./Preserv, LevelOther property informationZoning description: S-1","7","9","4,843","09/30/2020","27232 S Beach Ln LOT 14, Salvo, NC 27972","$860,000","$860,000"
"1662858669-305","https://www.zillow.com/salvo-nc/sold/","27092 4th St, Salvo, NC 27972","https://www.zillow.com/homedetails/27092-4th-St-Salvo-NC-27972/2067249731_zpid/","2015","No Data","Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, StoragePatio and porch details: Covered DecksView description: Ocean, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: LevelOther property informationZoning description: S-1","4","3","1,800","03/02/2022","27092 4th St, Salvo, NC 27972","$580,000","$580,000"
"1662858679-306","https://www.zillow.com/salvo-nc/sold/","27224 S Beach Ln LOT 17, Salvo, NC 27972","https://www.zillow.com/homedetails/27224-S-Beach-Ln-LOT-17-Salvo-NC-27972/2085495809_zpid/","","","","","","","07/12/2021","27224 S Beach Ln LOT 17, Salvo, NC 27972","$254,000","$254,000"
"1662858692-307","https://www.zillow.com/salvo-nc/sold/","27204 Spritsail Ct LOT 21, Salvo, NC 27972","https://www.zillow.com/homedetails/27204-Spritsail-Ct-LOT-21-Salvo-NC-27972/2076055744_zpid/","","","","","","","01/27/2020","27204 Spritsail Ct LOT 21, Salvo, NC 27972","$772,000","$772,000"
"1662858701-308","https://www.zillow.com/salvo-nc/sold/","27213 Sand St, Salvo, NC 27972","https://www.zillow.com/homedetails/27213-Sand-St-Salvo-NC-27972/249682752_zpid/","1985","0.45 Acres","Property detailsParkingParking features: Off StreetPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Sun DeckWaterfront features: More than 5th row, Beach AccessLotLot size: 0.45 AcresLot features: Level, LandscapedOther property informationParcel number: 027856203Zoning description: Res","1","1","480","11/29/2021","27213 Sand St, Salvo, NC 27972","$255,000","$255,000"
"1662858712-309","https://www.zillow.com/salvo-nc/sold/","27246 Hattie Creef Landing Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/27246-Hattie-Creef-Landing-Ct-Salvo-NC-27972/86651633_zpid/","2006","0.55 Acres","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.55 AcresOther property informationParcel number: 013279013","8","10","7,500","01/31/2020","27246 Hattie Creef Landing Ct, Salvo, NC 27972","$1.43M","$1,430,000"
"1662858723-310","https://www.zillow.com/salvo-nc/sold/","26197 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26197-Colony-Dr-Salvo-NC-27972/228617641_zpid/","1985","10,000 sqft","Property detailsParkingParking features: Off Street, UnpavedPropertyPool features: NonePatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot size dimensions: 10,000 sq feetOther property informationParcel number: 01291100001Zoning description: Res","4","2","2,836","10/26/2021","26197 Colony Dr, Salvo, NC 27972","$800,000","$800,000"
"1662858733-311","https://www.zillow.com/salvo-nc/sold/","26208 Quay Ct LOT 34, Salvo, NC 27972","https://www.zillow.com/homedetails/26208-Quay-Ct-LOT-34-Salvo-NC-27972/2071136634_zpid/","","","","","","","09/07/2021","26208 Quay Ct LOT 34, Salvo, NC 27972","$96,000","$96,000"
"1662858743-312","https://www.zillow.com/salvo-nc/sold/","27250 Dory Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/27250-Dory-Rd-Salvo-NC-27972/247063401_zpid/","1982","0.39 Acres","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.39 AcresOther property informationParcel number: 028876000","4","2","1,404","07/19/2021","27250 Dory Rd, Salvo, NC 27972","$349,000","$349,000"
"1662858753-313","https://www.zillow.com/salvo-nc/sold/","25205 L A Waves Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25205-L-A-Waves-Dr-Waves-NC-27982/333781604_zpid/","2019","0.34 Acres","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 014277016","3","2","1,486","12/14/2020","25205 L A Waves Dr, Waves, NC 27982","$415,000","$415,000"
"1662858763-314","https://www.zillow.com/salvo-nc/sold/","25302 Sea Isle Hills Dr LOT 30, Waves, NC 27982","https://www.zillow.com/homedetails/25302-Sea-Isle-Hills-Dr-LOT-30-Waves-NC-27982/2076058933_zpid/","","","","","","","12/13/2019","25302 Sea Isle Hills Dr LOT 30, Waves, NC 27982","$489,000","$489,000"
"1662858773-315","https://www.zillow.com/salvo-nc/sold/","27190 Live Oak Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/27190-Live-Oak-Ct-Salvo-NC-27972/247063264_zpid/","2008","0.62 Acres","Property detailsParkingParking features: PavedPropertyPrivate pool: YesPool features: Fiberglass, Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Soundfront, WaterfrontResidential vegetation: WoodedHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.62 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 026438003Zoning description: S-1","6","8","3,641","02/12/2021","27190 Live Oak Ct, Salvo, NC 27972","$968,500","$968,500"
"1662858783-316","https://www.zillow.com/salvo-nc/sold/","26224 Bluebeard Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/26224-Bluebeard-Rd-Salvo-NC-27972/228617861_zpid/","1977","10,001 sqft","Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013174000","3","2","1,120","09/04/2020","26224 Bluebeard Rd, Salvo, NC 27972","$255,000","$255,000"
"1662858793-317","https://www.zillow.com/salvo-nc/sold/","27046 4th St, Salvo, NC 27972","https://www.zillow.com/homedetails/27046-4th-St-Salvo-NC-27972/247062862_zpid/","1988","0.45 Acres","Property detailsParkingTotal spaces: 2PropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.45 AcresOther property informationParcel number: 014356000","4","2","2,248","05/11/2020","27046 4th St, Salvo, NC 27972","$335,000","$335,000"
"1662858803-318","https://www.zillow.com/salvo-nc/sold/","24732 State Highway 12, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24732-State-Highway-12-Rodanthe-NC-27968/2071242722_zpid/","","","","","","","07/30/2021","24732 State Highway 12, Rodanthe, NC 27968","$699,000","$699,000"
"1662858813-319","https://www.zillow.com/salvo-nc/sold/","27203 Spritsail Court, Salvo, NC 27972","https://www.zillow.com/homedetails/27203-Spritsail-Court-Salvo-NC-27972/2093632209_zpid/","2004","0.34 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: 3 - lots from oceanfront (4th roHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: Corner Lot, Cul-De-Sac, Level, LandscapedOther property informationZoning description: Res","6","7","3,764","03/22/2021","27203 Spritsail Court, Salvo, NC 27972","$765,000","$765,000"
"1662858830-320","https://www.zillow.com/salvo-nc/sold/","27189 Wellington Ln, Salvo, NC 27972","https://www.zillow.com/homedetails/27189-Wellington-Ln-Salvo-NC-27972/228617932_zpid/","1940","0.48 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.48 AcresOther property informationParcel number: 013235002","2","1","961","09/15/2020","27189 Wellington Ln, Salvo, NC 27972","$235,000","$235,000"
"1662858840-321","https://www.zillow.com/salvo-nc/sold/","26641 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26641-Colony-Dr-Salvo-NC-27972/228617824_zpid/","1996","10,500 sqft","Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: Heated, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,500 sqftLot features: LevelOther property informationParcel number: 013130000Zoning description: Res","5","3","2,248","06/22/2021","26641 Colony Dr, Salvo, NC 27972","$600,000","$600,000"
"1662858849-322","https://www.zillow.com/salvo-nc/sold/","25216 E Midgett Way, Waves, NC 27982","https://www.zillow.com/homedetails/25216-E-Midgett-Way-Waves-NC-27982/242631666_zpid/","2012","0.34 Acres","Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckWaterfront features: NoneLotLot size: 0.34 AcresLot size dimensions: 15000Lot features: Cul-De-Sac, LevelOther property informationParcel number: 014271001Zoning description: RES","3","2","1,051","05/07/2021","25216 E Midgett Way, Waves, NC 27982","$358,500","$358,500"
"1662858858-323","https://www.zillow.com/salvo-nc/sold/","25242 Wimble Shrs, Waves, NC 27982","https://www.zillow.com/homedetails/25242-Wimble-Shrs-Waves-NC-27982/250038209_zpid/","2015","10,000 sqft","Property detailsParkingTotal spaces: 1Parking features: 1 Car, Attached, Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: OceanWaterfront features: 3 - lots from oceanfront (4th ro, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: Level, LandscapedOther property informationParcel number: 011607000Zoning description: S1","3","2","1,280","09/30/2021","25242 Wimble Shrs, Waves, NC 27982","$502,500","$502,500"
"1662858869-324","https://www.zillow.com/salvo-nc/sold/","25203 Bold Dune Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25203-Bold-Dune-Dr-Waves-NC-27982/228616901_zpid/","2009","10,000 sqft","Property detailsPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckView description: SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: SoundLotLot size: 10,000 sqftLot features: Corner Lot, Level, LandscapedOther property informationParcel number: 011635000Zoning description: Res","4","5","2,732","06/22/2021","25203 Bold Dune Dr, Waves, NC 27982","$577,500","$577,500"
"1662858879-325","https://www.zillow.com/salvo-nc/sold/","27412 State Highway 12, Salvo, NC 27972","https://www.zillow.com/homedetails/27412-State-Highway-12-Salvo-NC-27972/228617953_zpid/","1980","3.57 Acres","Property detailsParkingParking features: Garage - DetachedPropertyExterior features: OtherLotLot size: 3.57 AcresOther property informationParcel number: 013272000","2","1","680","06/02/2022","27412 State Highway 12, Salvo, NC 27972","$415,000","$415,000"
"1662858888-326","https://www.zillow.com/salvo-nc/sold/","25205 Sea Isle Shores Ln, Waves, NC 27982","https://www.zillow.com/homedetails/25205-Sea-Isle-Shores-Ln-Waves-NC-27982/308901287_zpid/","2002","0.35 Acres","Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.35 AcresOther property informationParcel number: 014297006","7","6.5","3,188","01/26/2021","25205 Sea Isle Shores Ln, Waves, NC 27982","$605,000","$605,000"
"1662858896-327","https://www.zillow.com/salvo-nc/sold/","26397 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26397-Colony-Dr-Salvo-NC-27972/228635166_zpid/","Built in 1973","No data","Property detailsParkingParking features: No Garage, Off StreetPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanOther property informationParcel number: 012976000Zoning description: RES","4","2","1,680","07/15/2021","26397 Colony Dr, Salvo, NC 27972","$652,000",""
"1662858906-328","https://www.zillow.com/salvo-nc/sold/","26865 Colony Drive, Salvo, NC 27972","https://www.zillow.com/homedetails/26865-Colony-Drive-Salvo-NC-27972/2094649133_zpid/","2003","10,001 sqft","Property detailsParkingTotal spaces: 4Parking features: Off-streetPropertyPrivate pool: YesSpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqft","4","6","3,192","04/01/2021","26865 Colony Drive, Salvo, NC 27972","$536,000","$536,000"
"1662858917-329","https://www.zillow.com/salvo-nc/sold/","26787 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26787-Colony-Dr-Salvo-NC-27972/228617814_zpid/","1994","10,500 sqft","Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot features: Easement(s), LevelOther property informationParcel number: 01312000001Zoning description: Res","5","4","2,919","12/17/2021","26787 Colony Dr, Salvo, NC 27972","$1.05M","$1,050,000"
"1662858927-330","https://www.zillow.com/salvo-nc/sold/","25205 Wimble Shrs N #40, Waves, NC 27982","https://www.zillow.com/homedetails/25205-Wimble-Shrs-N-40-Waves-NC-27982/2074051488_zpid/","","","","","","","06/11/2021","25205 Wimble Shrs N #40, Waves, NC 27982","$77,500","$77,500"
"1662858937-331","https://www.zillow.com/salvo-nc/sold/","26266 Galleon Dr LOT 68, Salvo, NC 27972","https://www.zillow.com/homedetails/26266-Galleon-Dr-LOT-68-Salvo-NC-27972/2077432967_zpid/","","","","","","","04/13/2021","26266 Galleon Dr LOT 68, Salvo, NC 27972","$76,000","$76,000"
"1662858946-332","https://www.zillow.com/salvo-nc/sold/","27231 Farrow Dr LOT 3, Salvo, NC 27972","https://www.zillow.com/homedetails/27231-Farrow-Dr-LOT-3-Salvo-NC-27972/2076060944_zpid/","1989","0.35 Acres","Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.35 AcresLot size dimensions: 103 x 141 x 100 x 166Lot features: Cul-De-Sac, Level, LandscapedOther property informationZoning description: Res","4","4","2,879","11/06/2020","27231 Farrow Dr LOT 3, Salvo, NC 27972","$490,000","$490,000"
"1662858957-333","https://www.zillow.com/salvo-nc/sold/","26212 Bosun Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/26212-Bosun-Ct-Salvo-NC-27972/228617649_zpid/","1973","10,000 sqft","Property detailsParkingParking features: Carport, Off Street, Underground, UnpavedHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: OceanWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 012915000Zoning description: RES","2","2","1,272","08/30/2021","26212 Bosun Ct, Salvo, NC 27972","$385,000","$385,000"
"1662858968-334","https://www.zillow.com/salvo-nc/sold/","27001 4th St, Salvo, NC 27972","https://www.zillow.com/homedetails/27001-4th-St-Salvo-NC-27972/228617966_zpid/","1970","","Property detailsParkingParking features: Garage - DetachedPropertyExterior features: Other, WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 013286000","3","3","968","05/05/2021","27001 4th St, Salvo, NC 27972","$198,000","$198,000"
"1662858977-335","https://www.zillow.com/salvo-nc/sold/","25220 Mamie Ln, Waves, NC 27982","https://www.zillow.com/homedetails/25220-Mamie-Ln-Waves-NC-27982/2097899677_zpid/","","","","","","","12/20/2019","25220 Mamie Ln, Waves, NC 27982","$50,000","$50,000"
"1662858987-336","https://www.zillow.com/salvo-nc/sold/","26213 Bosun Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/26213-Bosun-Ct-Salvo-NC-27972/228617658_zpid/","1986","","Property detailsPropertyView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 01292800002","4","2","1,248","11/21/2019","26213 Bosun Ct, Salvo, NC 27972","$195,000","$195,000"
