web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link
"1663000560-411","https://www.zillow.com/avon-nc/sold/","41512 Portside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41512-Portside-Dr-Avon-NC-27915/228619298_zpid/","2004","No Data","Property detailsParkingParking features: No Garage, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Association Pool, Private Pool, Private and AssociationView description: SoundWaterfront features: SoundfrontHas waterview: YesWaterview: SoundLotLot features: LevelOther property informationParcel number: 014822230Zoning description: Res","6","7","3,424","12/17/2021","41512 Portside Dr, Avon, NC 27915","$1.25M","$1,250,000"
"1663000571-412","https://www.zillow.com/avon-nc/sold/","41562 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41562-Ocean-View-Dr-Avon-NC-27915/228633884_zpid/","1987","0.37 Acres","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.37 AcresOther property informationParcel number: 029593316","4","4","2,089","11/12/2020","41562 Ocean View Dr, Avon, NC 27915","$369,000","$369,000"
"1663000581-413","https://www.zillow.com/avon-nc/sold/","42306 S Greenwood Pl, Avon, NC 27915","https://www.zillow.com/homedetails/42306-S-Greenwood-Pl-Avon-NC-27915/2088563128_zpid/","1983","10,358 sqft","Property detailsParkingTotal spaces: 1PropertyExterior features: Cement / ConcreteView description: ParkLotLot size: 10,358 sqft","4","2","1,404","04/17/2020","42306 S Greenwood Pl, Avon, NC 27915","$276,000","$276,000"
"1663000591-414","https://www.zillow.com/avon-nc/sold/","41500 Portside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41500-Portside-Dr-Avon-NC-27915/228619299_zpid/","","","","","","3,920","04/06/2021","41500 Portside Dr, Avon, NC 27915","$215,000","$215,000"
"1663000602-415","https://www.zillow.com/avon-nc/sold/","42303 Greenwood Pl, Kitty Hawk, NC 27915","https://www.zillow.com/homedetails/42303-Greenwood-Pl-Kitty-Hawk-NC-27915/243987288_zpid/","1983","10,500 sqft","Property detailsParkingParking features: No Garage, UnpavedPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftOther property informationParcel number: 028689000Zoning description: R-1","4","3","1,964","04/30/2021","42303 Greenwood Pl, Kitty Hawk, NC 27915","$710,000","$710,000"
"1663000613-416","https://www.zillow.com/avon-nc/sold/","42033 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42033-Ocean-View-Dr-Avon-NC-27915/250038392_zpid/","1984","0.34 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.34 AcresOther property informationParcel number: 029576000","4","3","2,056","03/10/2020","42033 Ocean View Dr, Avon, NC 27915","$442,000","$442,000"
"1663000623-417","https://www.zillow.com/avon-nc/sold/","41325 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41325-Ocean-View-Dr-Avon-NC-27915/228619213_zpid/","1990","0.34 Acres","Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 014822048Zoning description: Res","5","4","2,646","03/26/2021","41325 Ocean View Dr, Avon, NC 27915","$700,000","$700,000"
"1663000633-418","https://www.zillow.com/avon-nc/sold/","40308 Due E LOT 15, Avon, NC 27915","https://www.zillow.com/homedetails/40308-Due-E-LOT-15-Avon-NC-27915/2077532156_zpid/","","","","","","9,500","05/02/2022","40308 Due E LOT 15, Avon, NC 27915","$419,000",""
"1663000644-419","https://www.zillow.com/avon-nc/sold/","39848 State Highway 12 LOT 32, Avon, NC 27915","https://www.zillow.com/homedetails/39848-State-Highway-12-LOT-32-Avon-NC-27915/2076058602_zpid/","","","","","","","09/10/2020","39848 State Highway 12 LOT 32, Avon, NC 27915","$260,000","$260,000"
"1663000655-420","https://www.zillow.com/avon-nc/sold/","42113 Pheasant Cir, Avon, NC 27915","https://www.zillow.com/homedetails/42113-Pheasant-Cir-Avon-NC-27915/86666818_zpid/","2000","0.25 Acres","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: WoodLotLot size: 0.25 AcresOther property informationParcel number: 027817008","4","3","1,649","11/05/2020","42113 Pheasant Cir, Avon, NC 27915","$350,000","$350,000"
"1663000665-421","https://www.zillow.com/avon-nc/sold/","40125 State Highway 12, Avon, NC 27915","https://www.zillow.com/homedetails/40125-State-Highway-12-Avon-NC-27915/308900884_zpid/","1968","7,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 7,000 sqftOther property informationParcel number: 013547000","2","1","632","12/17/2019","40125 State Highway 12, Avon, NC 27915","$85,000","$85,000"
"1663000675-422","https://www.zillow.com/avon-nc/sold/","0 Cutty Sark Dr LOT 7, Avon, NC 27915","https://www.zillow.com/homedetails/0-Cutty-Sark-Dr-LOT-7-Avon-NC-27915/2071100290_zpid/","","","","","","","11/12/2021","0 Cutty Sark Dr LOT 7, Avon, NC 27915","$90,000","$90,000"
"1663000686-423","https://www.zillow.com/avon-nc/sold/","39189 W Sunfish Ct, Avon, NC 27915","https://www.zillow.com/homedetails/39189-W-Sunfish-Ct-Avon-NC-27915/228618411_zpid/","2003","7,500 sqft","Property detailsPropertySpa included: YesExterior features: OtherLotLot size: 7,500 sqftOther property informationParcel number: 013755000","4","2.5","1,876","09/15/2020","39189 W Sunfish Ct, Avon, NC 27915","$327,000","$327,000"
"1663000697-424","https://www.zillow.com/avon-nc/sold/","41167 Lakeside Dr #17, Avon, NC 27915","https://www.zillow.com/homedetails/41167-Lakeside-Dr-17-Avon-NC-27915/2076059307_zpid/","2000","No Data","Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: Lake/River, Ocean, SoundWaterfront features: Lake Front, WaterfrontHas waterview: YesWaterview: Lake/River,Ocean,SoundOther property informationZoning description: RES","5","6","3,152","09/30/2020","41167 Lakeside Dr #17, Avon, NC 27915","$430,000","$430,000"
"1663000707-425","https://www.zillow.com/avon-nc/sold/","42142 Pheasant Cir, Avon, NC 27915","https://www.zillow.com/homedetails/42142-Pheasant-Cir-Avon-NC-27915/86666787_zpid/","2006","10,500 sqft","Property detailsParkingParking features: UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Gunite, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Dry EntryPatio and porch details: Covered Decks, Sun DeckWaterfront features: 4 - lots from oceanfront (5th roLotLot size: 10,500 sqftLot features: LevelOther property informationParcel number: 027817017Zoning description: R-1","5","7","2,811","05/04/2022","42142 Pheasant Cir, Avon, NC 27915","$715,000","$715,000"
"1663000728-426","https://www.zillow.com/avon-nc/sold/","41693 Pony Pasture Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41693-Pony-Pasture-Dr-Avon-NC-27915/2071099501_zpid/","2021","No Data","Property detailsParkingParking features: CarportCarport: YesPropertyPool features: Association Pool, AssociationExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered DecksView description: Lake/RiverWaterfront features: NoneHas waterview: YesWaterview: Lake/RiverLotLot features: LevelOther property informationZoning description: RES","4","4","2,526","10/29/2021","41693 Pony Pasture Dr, Avon, NC 27915","$480,000","$480,000"
"1663000737-427","https://www.zillow.com/avon-nc/sold/","41591 Starboard Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41591-Starboard-Dr-Avon-NC-27915/2066599072_zpid/","2022","0.29 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: Association Pool, In Ground, Outdoor Pool, AssociationExterior features: LightingPatio and porch details: Screened Porch, Sun DeckView description: Lake/River, Salt Marsh, SoundWaterfront features: Lake Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Lake/River,Salt Marsh,SoundLotLot size: 0.29 AcresLot features: LevelOther property informationZoning description: Res","4","3","1,742","05/03/2022","41591 Starboard Dr, Avon, NC 27915","$595,000","$595,000"
"1663000748-428","https://www.zillow.com/avon-nc/sold/","0 Pony Pasture Dr LOT 17, Avon, NC 27915","https://www.zillow.com/homedetails/0-Pony-Pasture-Dr-LOT-17-Avon-NC-27915/2077115618_zpid/","","","","","","","01/14/2021","0 Pony Pasture Dr LOT 17, Avon, NC 27915","$58,000","$58,000"
"1663000758-429","https://www.zillow.com/avon-nc/sold/","40285 Dolphin Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40285-Dolphin-Ln-Avon-NC-27915/308902063_zpid/","1977","6,000 sqft","Property detailsPropertyExterior features: Other, CompositionView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,000 sqftOther property informationParcel number: 013483000","3","2.5","2,124","10/13/2021","40285 Dolphin Ln, Avon, NC 27915","$400,000","$400,000"
"1663000768-430","https://www.zillow.com/avon-nc/sold/","40048 Marlin Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40048-Marlin-Dr-Avon-NC-27915/228618196_zpid/","1982","No Data","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneWaterfront features: 3 - lots from oceanfront (4th ro, Beach AccessLotLot features: LevelOther property informationParcel number: 013536000Zoning description: R-1","3","2","1,010","04/26/2022","40048 Marlin Dr, Avon, NC 27915","$325,000","$325,000"
"1663000779-431","https://www.zillow.com/avon-nc/sold/","41181 Lakeside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41181-Lakeside-Dr-Avon-NC-27915/228619246_zpid/","2000","No Data","Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Association Pool, In Ground, Outdoor Pool, Private Pool, Private and AssociationSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Lake/River, Ocean, SoundWaterfront features: 3 - lots from oceanfront (4th ro, Bulkheaded, Waterfront, Beach AccessHas waterview: YesWaterview: Lake/River,Ocean,SoundLotLot features: Cul-De-Sac, Level, Zero Lot LineOther property informationParcel number: 014822117Zoning description: res","6","6","3,240","03/09/2022","41181 Lakeside Dr, Avon, NC 27915","$710,000","$710,000"
"1663000790-432","https://www.zillow.com/avon-nc/sold/","40175 Avlona Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40175-Avlona-Dr-Avon-NC-27915/228619030_zpid/","1988","9,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 9,000 sqftOther property informationParcel number: 014692031","3","2","1,248","01/30/2020","40175 Avlona Dr, Avon, NC 27915","$75,000","$75,000"
"1663000800-433","https://www.zillow.com/avon-nc/sold/","41421 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41421-Ocean-View-Dr-Avon-NC-27915/228619207_zpid/","1990","0.34 Acres","Property detailsParkingParking features: Off Street, PavedPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 014822041Zoning description: res","8","7","3,857","09/02/2022","41421 Ocean View Dr, Avon, NC 27915","$1.27M","$1,270,000"
"1663000811-434","https://www.zillow.com/avon-nc/sold/","39312 Angelfish Rd, Avon, NC 27915","https://www.zillow.com/homedetails/39312-Angelfish-Rd-Avon-NC-27915/228618293_zpid/","1976","7,500 sqft","Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: OceanWaterfront features: Ocean Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 7,500 sqftOther property informationParcel number: 013632000Zoning description: Res","4","3","1,528","06/10/2022","39312 Angelfish Rd, Avon, NC 27915","$755,000","$755,000"
"1663000822-435","https://www.zillow.com/avon-nc/sold/","41504 Portside Dr LOT 4, Avon, NC 27915","https://www.zillow.com/homedetails/41504-Portside-Dr-LOT-4-Avon-NC-27915/2099896317_zpid/","","","","","","3,998","06/23/2020","41504 Portside Dr LOT 4, Avon, NC 27915","$205,000","$205,000"
"1663000832-436","https://www.zillow.com/avon-nc/sold/","40393 N Beachcomber Dr LOT 63, Avon, NC 27915","https://www.zillow.com/homedetails/40393-N-Beachcomber-Dr-LOT-63-Avon-NC-27915/2076063221_zpid/","1966","6,000 sqft","Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPool features: NoneSpa included: YesSpa features: PrivatePatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row)Has waterview: YesWaterview: OceanLotLot size: 6,000 sqftLot features: LevelOther property informationZoning description: R-1","3","2","1,532","12/07/2020","40393 N Beachcomber Dr LOT 63, Avon, NC 27915","$406,000","$406,000"
"1663000841-437","https://www.zillow.com/avon-nc/sold/","41121 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41121-Ocean-View-Dr-Avon-NC-27915/250252215_zpid/","1990","0.34 Acres","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 01482201401","5","3","2,276","12/16/2019","41121 Ocean View Dr, Avon, NC 27915","$440,000","$440,000"
"1663000852-438","https://www.zillow.com/avon-nc/sold/","41195 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41195-Ocean-View-Dr-Avon-NC-27915/228619172_zpid/","1999","0.34 Acres","Property detailsParkingTotal spaces: 1Parking features: 1 Car, Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Canal, Ocean, Park Serv/Preserve, Pond, Salt MarshWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessFrontage length: Waterfront: 75,Roadfront: 75Has waterview: YesWaterview: Canal,Ocean,Pond,Salt MarshLotLot size: 0.34 AcresLot size dimensions: 200 x 75Lot features: Adj to Park Serv./PreservOther property informationParcel number: 014822009Zoning description: R1","7","7","5,057","04/21/2021","41195 Ocean View Dr, Avon, NC 27915","$811,500","$811,500"
"1663000862-439","https://www.zillow.com/avon-nc/sold/","41181 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41181-Ocean-View-Dr-Avon-NC-27915/228619173_zpid/","1991","0.34 Acres","Property detailsParkingParking features: Off-streetPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 014822010","5","5","3,088","10/30/2020","41181 Ocean View Dr, Avon, NC 27915","$659,000","$659,000"
