web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link
"1662997326-163","https://www.zillow.com/avon-nc/sold/","42169 Askins Creek Dr LOT 65, Avon, NC 27915","https://www.zillow.com/homedetails/42169-Askins-Creek-Dr-LOT-65-Avon-NC-27915/2068673079_zpid/","","","","","","","03/17/2022","42169 Askins Creek Dr LOT 65, Avon, NC 27915","$249,000","$249,000"
"1662997336-164","https://www.zillow.com/avon-nc/sold/","41674 Pony Pasture Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41674-Pony-Pasture-Dr-Avon-NC-27915/2068740412_zpid/","2021","2,613 sqft","Property detailsParkingParking features: CarportCarport: YesPropertyPool features: Association Pool, Fiberglass, In Ground, Outdoor Pool, AssociationExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered DecksView description: Lake/River, SoundWaterfront features: Lake Front, Bulkheaded, Waterfront, Beach AccessHas waterview: YesWaterview: Lake/River,SoundLotLot size: 2,613 sqftLot features: LevelOther property informationZoning description: RES","4","5","2,400","03/31/2022","41674 Pony Pasture Dr, Avon, NC 27915","$649,000","$649,000"
"1662997346-165","https://www.zillow.com/avon-nc/sold/","41179 Starboard Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41179-Starboard-Dr-Avon-NC-27915/228619323_zpid/","1998","0.36 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.36 AcresOther property informationParcel number: 014822602","4","3","2,384","04/04/2022","41179 Starboard Dr, Avon, NC 27915","$399,000","$399,000"
"1662997355-166","https://www.zillow.com/avon-nc/sold/","0 Jarvis Gray Ln LOT 2, Avon, NC 27915","https://www.zillow.com/homedetails/0-Jarvis-Gray-Ln-LOT-2-Avon-NC-27915/2092384585_zpid/","","","","","","","09/08/2021","0 Jarvis Gray Ln LOT 2, Avon, NC 27915","$59,900","$59,900"
"1662997365-167","https://www.zillow.com/avon-nc/sold/","40192 Avlona Dr LOT 22, Avon, NC 27915","https://www.zillow.com/homedetails/40192-Avlona-Dr-LOT-22-Avon-NC-27915/2076059090_zpid/","2001","9,000 sqft","Property detailsParkingParking features: Off Street, PavedPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckWaterfront features: More than 5th rowLotLot size: 9,000 sqftLot features: Level, Landscaped, Lawn SprinklersOther property informationZoning description: RES","3","2","1,352","10/19/2020","40192 Avlona Dr LOT 22, Avon, NC 27915","$175,000","$175,000"
"1662997375-168","https://www.zillow.com/avon-nc/sold/","41380 Ocean View Dr LOT 16, Avon, NC 27915","https://www.zillow.com/homedetails/41380-Ocean-View-Dr-LOT-16-Avon-NC-27915/2076055015_zpid/","","","","","","","08/28/2020","41380 Ocean View Dr LOT 16, Avon, NC 27915","$570,000","$570,000"
"1662997385-169","https://www.zillow.com/avon-nc/sold/","41169 Lakeside Dr LOT 16, Avon, NC 27915","https://www.zillow.com/homedetails/41169-Lakeside-Dr-LOT-16-Avon-NC-27915/2078233890_zpid/","","","","","","","05/04/2021","41169 Lakeside Dr LOT 16, Avon, NC 27915","$50,000","$50,000"
"1662997396-170","https://www.zillow.com/avon-nc/sold/","40048 Old Main Rd LOT 3, Avon, NC 27915","https://www.zillow.com/homedetails/40048-Old-Main-Rd-LOT-3-Avon-NC-27915/2076059626_zpid/","","","","","","","08/21/2020","40048 Old Main Rd LOT 3, Avon, NC 27915","$275,000","$275,000"
"1662997406-171","https://www.zillow.com/avon-nc/sold/","41191 Costen Light Ct, Avon, NC 27915","https://www.zillow.com/homedetails/41191-Costen-Light-Ct-Avon-NC-27915/250252138_zpid/","1995","0.37 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.37 AcresOther property informationParcel number: 014822615","4","2.5","1,838","06/01/2021","41191 Costen Light Ct, Avon, NC 27915","$375,000","$375,000"
"1662997416-172","https://www.zillow.com/avon-nc/sold/","39488 State Highway 12 #1A4, Avon, NC 27915","https://www.zillow.com/homedetails/39488-State-Highway-12-1A4-Avon-NC-27915/308901352_zpid/","1987","","Property detailsPropertyExterior features: OtherOther property informationParcel number: 013360004","2","2","986","03/23/2022","39488 State Highway 12 #1A4, Avon, NC 27915","$265,000","$265,000"
"1662997426-173","https://www.zillow.com/avon-nc/sold/","39228 Pompano Dr, Avon, NC 27915","https://www.zillow.com/homedetails/39228-Pompano-Dr-Avon-NC-27915/228618355_zpid/","1997","6,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 6,000 sqftOther property informationParcel number: 013686000","2","1","840","04/19/2022","39228 Pompano Dr, Avon, NC 27915","$340,000","$340,000"
"1662997436-174","https://www.zillow.com/avon-nc/sold/","40065 Harbor Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40065-Harbor-Rd-Avon-NC-27915/333781529_zpid/","1996","0.46 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.46 AcresOther property informationParcel number: 014656000","2","2","1,052","05/11/2020","40065 Harbor Rd, Avon, NC 27915","$200,000","$200,000"
"1662997453-175","https://www.zillow.com/avon-nc/sold/","39214 Hatteras Ln, Frisco, NC 27915","https://www.zillow.com/homedetails/39214-Hatteras-Ln-Frisco-NC-27915/243987034_zpid/","1983","10,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 014050000","3","2","960","08/31/2021","39214 Hatteras Ln, Frisco, NC 27915","$310,000","$310,000"
"1662997463-176","https://www.zillow.com/avon-nc/sold/","41151 Lakeside Dr LOT 25, Avon, NC 27915","https://www.zillow.com/homedetails/41151-Lakeside-Dr-LOT-25-Avon-NC-27915/2099896412_zpid/","","","","","","2,500","03/11/2022","41151 Lakeside Dr LOT 25, Avon, NC 27915","$35,000","$35,000"
"1662997472-177","https://www.zillow.com/avon-nc/sold/","42132 Greenwood Pl, Avon, NC 27915","https://www.zillow.com/homedetails/42132-Greenwood-Pl-Avon-NC-27915/86666824_zpid/","1985","0.33 Acres","Property detailsParkingTotal spaces: 2Parking features: 2 Car, Carport, Off Street, Underground, UnpavedHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachFrontage length: Roadfront: 75Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.33 AcresLot size dimensions: 75/188/75/195Other property informationParcel number: 027818054Zoning description: R1","4","3","1,904","06/21/2021","42132 Greenwood Pl, Avon, NC 27915","$499,000","$499,000"
"1662997482-178","https://www.zillow.com/avon-nc/sold/","40250 S Beachcomber Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40250-S-Beachcomber-Dr-Avon-NC-27915/228618168_zpid/","1973","6,500 sqft","Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerLotLot size: 6,500 sqftLot features: LevelOther property informationParcel number: 013506000Zoning description: Res","3","2","1,200","08/01/2022","40250 S Beachcomber Dr, Avon, NC 27915","$500,000","$500,000"
"1662997492-179","https://www.zillow.com/avon-nc/sold/","40285 Dolphin Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40285-Dolphin-Ln-Avon-NC-27915/228636034_zpid/","1977","No Data","Property detailsParkingParking features: Off Street, PavedPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckWaterfront features: 3 - lots from oceanfront (4th roOther property informationParcel number: 01348300001Zoning description: R-1","3","2","2,124","10/13/2021","40285 Dolphin Ln, Avon, NC 27915","$400,000","$400,000"
"1662997502-180","https://www.zillow.com/avon-nc/sold/","42067 Greenwood Pl, Avon, NC 27915","https://www.zillow.com/homedetails/42067-Greenwood-Pl-Avon-NC-27915/250038388_zpid/","1986","0.33 Acres","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 0.33 AcresLot features: Adj to Park Serv./PreservOther property informationParcel number: 029572000Zoning description: R-1","5","3","2,284","04/28/2022","42067 Greenwood Pl, Avon, NC 27915","$975,000","$975,000"
"1662997512-181","https://www.zillow.com/avon-nc/sold/","42034 Creekside Dr LOT 35, Avon, NC 27915","https://www.zillow.com/homedetails/42034-Creekside-Dr-LOT-35-Avon-NC-27915/2076054801_zpid/","","","","","","","07/16/2020","42034 Creekside Dr LOT 35, Avon, NC 27915","$480,000","$480,000"
"1662997521-182","https://www.zillow.com/avon-nc/sold/","41880 Ocean View Dr LOT 53, Avon, NC 27915","https://www.zillow.com/homedetails/41880-Ocean-View-Dr-LOT-53-Avon-NC-27915/2076057460_zpid/","1997","0.44 Acres","Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessFrontage length: Roadfront: 75Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.44 AcresLot features: LevelOther property informationZoning description: R-1","5","4","2,480","09/17/2020","41880 Ocean View Dr LOT 53, Avon, NC 27915","$424,000","$424,000"
"1662997532-183","https://www.zillow.com/avon-nc/sold/","42186 Park Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42186-Park-Dr-Avon-NC-27915/228619434_zpid/","1986","7,500 sqft","Property detailsParkingParking features: No Garage, Paved, Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: PatioView description: Ocean, Park Serv/Preserve, SoundWaterfront features: 4 - lots from oceanfront (5th roHas waterview: YesWaterview: Ocean,SoundLotLot size: 7,500 sqftLot size dimensions: 7500 sq ftLot features: Adj to Park Serv./Preserv, LevelOther property informationParcel number: 014861000Zoning description: RES","3","2","1,152","03/01/2022","42186 Park Dr, Avon, NC 27915","$440,000","$440,000"
"1662997543-184","https://www.zillow.com/avon-nc/sold/","42127 Pheasant Cir, Avon, NC 27915","https://www.zillow.com/homedetails/42127-Pheasant-Cir-Avon-NC-27915/86666819_zpid/","2000","0.25 Acres","Property detailsParkingTotal spaces: 2Parking features: Carport, Off-streetPropertyPrivate pool: YesSpa included: YesExterior features: OtherLotLot size: 0.25 AcresOther property informationParcel number: 027817009","4","3","1,822","11/21/2019","42127 Pheasant Cir, Avon, NC 27915","$349,000","$349,000"
"1662997552-185","https://www.zillow.com/avon-nc/sold/","39220 Sandfiddler Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39220-Sandfiddler-Ln-Avon-NC-27915/86652001_zpid/","1984","8,000 sqft","Property detailsParkingParking features: No Garage, Off Street, Underground, UnpavedHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Sun DeckWaterfront features: More than 5th row, Beach AccessLotLot size: 8,000 sqftLot size dimensions: 8000Other property informationParcel number: 013612000Zoning description: R-1","3","2","1,248","05/31/2022","39220 Sandfiddler Ln, Avon, NC 27915","$381,500","$381,500"
"1662997562-186","https://www.zillow.com/avon-nc/sold/","40830 State Highway 12, Hatteras, NC 27915","https://www.zillow.com/homedetails/40830-State-Highway-12-Hatteras-NC-27915/243987046_zpid/","1968","10,000 sqft","Property detailsPropertyPool features: NoneSpa included: YesSpa features: PrivateFencing: FencedWaterfront features: NoneLotLot size: 10,000 sqftOther property informationParcel number: 017413000Zoning description: Commercial","4","2","1,332","01/14/2022","40830 State Highway 12, Hatteras, NC 27915","$340,000","$340,000"
"1662997572-187","https://www.zillow.com/avon-nc/sold/","42113 Pheasant Cir LOT 8, Avon, NC 27915","https://www.zillow.com/homedetails/42113-Pheasant-Cir-LOT-8-Avon-NC-27915/2076059709_zpid/","2000","0.25 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered DecksWaterfront features: None, Beach Access, Boardwalk to BeachLotLot size: 0.25 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","4","3","1,649","11/05/2020","42113 Pheasant Cir LOT 8, Avon, NC 27915","$350,000","$350,000"
"1662997582-188","https://www.zillow.com/avon-nc/sold/","40292 Due E LOT 18, Avon, NC 27915","https://www.zillow.com/homedetails/40292-Due-E-LOT-18-Avon-NC-27915/2076057690_zpid/","1989","10,000 sqft","Property detailsParkingTotal spaces: 2Parking features: 2 Car, Off Street, Paved, UndergroundGarage spaces: 2Covered spaces: 2PropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/PreserveWaterfront features: 2 - lots from oceanfront (3rd ro, Beach Access, Boardwalk to BeachFrontage length: Roadfront: 56Has waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot size dimensions: 56 x 185Lot features: Cul-De-SacOther property informationZoning description: R1","5","5","2,476","09/17/2020","40292 Due E LOT 18, Avon, NC 27915","$465,000","$465,000"
"1662997592-189","https://www.zillow.com/avon-nc/sold/","40157 Williams Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40157-Williams-Rd-Avon-NC-27915/228619050_zpid/","1930","0.60 Acres","Property detailsParkingTotal spaces: 1Parking features: 1 Car, Detached, Off Street, PavedGarage spaces: 1PropertyPool features: NoneExterior features: Dry EntryPatio and porch details: Covered Decks, Sun DeckWaterfront features: NoneLotLot size: 0.60 AcresLot features: LevelOther property informationParcel number: 014701000Zoning description: res","3","2","1,376","10/22/2020","40157 Williams Rd, Avon, NC 27915","$264,000","$264,000"
"1662997601-190","https://www.zillow.com/avon-nc/sold/","39000 Windy Ln, Kitty Hawk, NC 27915","https://www.zillow.com/homedetails/39000-Windy-Ln-Kitty-Hawk-NC-27915/247062863_zpid/","1998","1.08 Acres","Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: Cement / ConcreteLotLot size: 1.08 AcresOther property informationParcel number: 014357002","5","5","2,428","11/02/2020","39000 Windy Ln, Kitty Hawk, NC 27915","$620,000","$620,000"
"1662997611-191","https://www.zillow.com/avon-nc/sold/","41187 Lakeside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41187-Lakeside-Dr-Avon-NC-27915/228619244_zpid/","1995","2,000 sqft","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: WoodLotLot size: 2,000 sqftOther property informationParcel number: 014822114","3","3","1,723","06/05/2020","41187 Lakeside Dr, Avon, NC 27915","$270,000","$270,000"
"1662997621-192","https://www.zillow.com/avon-nc/sold/","0 Starboard Dr LOT 25, Avon, NC 27915","https://www.zillow.com/homedetails/0-Starboard-Dr-LOT-25-Avon-NC-27915/2080944291_zpid/","","","","","","","10/05/2020","0 Starboard Dr LOT 25, Avon, NC 27915","$52,000","$52,000"
"1662997630-193","https://www.zillow.com/avon-nc/sold/","40485 Ocean Isle Loop, Avon, NC 27915","https://www.zillow.com/homedetails/40485-Ocean-Isle-Loop-Avon-NC-27915/228618892_zpid/","2004","0.41 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.41 AcresOther property informationParcel number: 014564014","7","9","5,002","04/13/2020","40485 Ocean Isle Loop, Avon, NC 27915","$840,000","$840,000"
"1662997640-194","https://www.zillow.com/avon-nc/sold/","40181 Carflay Ct, Avon, NC 27915","https://www.zillow.com/homedetails/40181-Carflay-Ct-Avon-NC-27915/228619035_zpid/","1998","0.39 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.39 AcresOther property informationParcel number: 014693004","3","2.5","1,968","03/23/2022","40181 Carflay Ct, Avon, NC 27915","$450,000","$450,000"
"1662997650-195","https://www.zillow.com/avon-nc/sold/","39488 State Highway 12 #1A2, Avon, NC 27915","https://www.zillow.com/homedetails/39488-State-Highway-12-1A2-Avon-NC-27915/228618018_zpid/","1987","","Property detailsPropertyExterior features: OtherOther property informationParcel number: 013360002","2","2","912","04/20/2022","39488 State Highway 12 #1A2, Avon, NC 27915","$349,000","$349,000"
"1662997660-196","https://www.zillow.com/avon-nc/sold/","39165 Weakfish Dr, Avon, NC 27915","https://www.zillow.com/homedetails/39165-Weakfish-Dr-Avon-NC-27915/228618506_zpid/","1989","5,998 sqft","Property detailsParkingTotal spaces: 2Parking features: CarportPropertySpa included: YesExterior features: WoodView description: ParkLotLot size: 5,998 sqftOther property informationParcel number: 013872000","3","3","1,544","09/23/2020","39165 Weakfish Dr, Avon, NC 27915","$283,000","$283,000"
"1662997668-197","https://www.zillow.com/avon-nc/sold/","42153 Pheasant Cir, Avon, NC 27915","https://www.zillow.com/homedetails/42153-Pheasant-Cir-Avon-NC-27915/86666782_zpid/","Built in 1992","0.32 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: Association Pool, Optional with Additional FeeSpa included: YesSpa features: Private, Jet TubExterior features: Outdoor Shower, Dry EntryPatio and porch details: Screened Porch, Roof Top DeckView description: Ocean, SoundWaterfront features: Boardwalk to BeachHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.32 AcresLot features: Adj. To Common Area, Cul-De-Sac, Level, LandscapedOther property informationParcel number: 027817011Zoning description: R-1","4","3","2,296","03/24/2020","42153 Pheasant Cir, Avon, NC 27915","$312,000",""
"1662997678-198","https://www.zillow.com/avon-nc/sold/","40192 W Due E, Avon, NC 27915","https://www.zillow.com/homedetails/40192-W-Due-E-Avon-NC-27915/2068756475_zpid/","2001","10,000 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckWaterfront features: NoneLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","3","2","1,648","01/19/2022","40192 W Due E, Avon, NC 27915","$359,000","$359,000"
"1662997798-199","https://www.zillow.com/avon-nc/sold/","41408 Portside Dr LOT 27, Avon, NC 27915","https://www.zillow.com/homedetails/41408-Portside-Dr-LOT-27-Avon-NC-27915/2099896331_zpid/","","","","","","3,000","07/10/2020","41408 Portside Dr LOT 27, Avon, NC 27915","$28,000",""
"1662997975-200","https://www.zillow.com/avon-nc/sold/","41057 Channel Ct LOT 724, Avon, NC 27915","https://www.zillow.com/homedetails/41057-Channel-Ct-LOT-724-Avon-NC-27915/2072065359_zpid/","","","","","","","10/06/2021","41057 Channel Ct LOT 724, Avon, NC 27915","$97,500","$97,500"
"1662997985-201","https://www.zillow.com/avon-nc/sold/","39301 Hatteras Ln, Frisco, NC 27915","https://www.zillow.com/homedetails/39301-Hatteras-Ln-Frisco-NC-27915/86653033_zpid/","1982","10,000 sqft","Property detailsParkingParking features: PavedPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row)Has waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftOther property informationParcel number: 014058000Zoning description: R-1","4","2","1,456","05/04/2021","39301 Hatteras Ln, Frisco, NC 27915","$440,000","$440,000"
"1662997996-202","https://www.zillow.com/avon-nc/sold/","39298 Ocean Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39298-Ocean-Ln-Avon-NC-27915/2085317045_zpid/","1978","10,001 sqft","Property detailsParkingTotal spaces: 2Parking features: CarportPropertyExterior features: WoodLotLot size: 10,001 sqft","3","2","1,346","07/10/2020","39298 Ocean Ln, Avon, NC 27915","$312,000","$312,000"
"1662998005-203","https://www.zillow.com/avon-nc/sold/","41454 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41454-Ocean-View-Dr-Avon-NC-27915/228619223_zpid/","2001","0.34 Acres","Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Gunite, Heated, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 014822057Zoning description: res","6","6","3,125","03/12/2021","41454 Ocean View Dr, Avon, NC 27915","$655,000","$655,000"
"1662998016-204","https://www.zillow.com/avon-nc/sold/","41470 Portside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41470-Portside-Dr-Avon-NC-27915/308900902_zpid/","2004","3,920 sqft","Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 3,920 sqftOther property informationParcel number: 014822240","6","6.5","4,049","10/22/2020","41470 Portside Dr, Avon, NC 27915","$745,000","$745,000"
"1662998026-205","https://www.zillow.com/avon-nc/sold/","40226 Croaker Ct LOT F, Avon, NC 27915","https://www.zillow.com/homedetails/40226-Croaker-Ct-LOT-F-Avon-NC-27915/2076061372_zpid/","1988","10,330 sqft","Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckView description: OceanWaterfront features: More than 5th row, Beach AccessFrontage length: Roadfront: 131Has waterview: YesWaterview: OceanLotLot size: 10,330 sqftLot features: Corner Lot, LevelOther property informationZoning description: R-1","4","2","1,834","01/08/2021","40226 Croaker Ct LOT F, Avon, NC 27915","$295,000","$295,000"
"1662998036-206","https://www.zillow.com/avon-nc/sold/","42163 Askins Creek Dr LOT 62, Avon, NC 27915","https://www.zillow.com/homedetails/42163-Askins-Creek-Dr-LOT-62-Avon-NC-27915/2068673326_zpid/","","","","","","","12/16/2021","42163 Askins Creek Dr LOT 62, Avon, NC 27915","$275,000","$275,000"
"1662998046-207","https://www.zillow.com/avon-nc/sold/","39194 W Sunfish Ct LOT 137, Avon, NC 27915","https://www.zillow.com/homedetails/39194-W-Sunfish-Ct-LOT-137-Avon-NC-27915/2099898610_zpid/","","","","","","6,000","07/27/2022","39194 W Sunfish Ct LOT 137, Avon, NC 27915","$71,000","$71,000"
"1662998056-208","https://www.zillow.com/avon-nc/sold/","39312 Sailfish Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39312-Sailfish-Ln-Avon-NC-27915/228618071_zpid/","1999","6,499 sqft","Property detailsParkingTotal spaces: 2Parking features: Garage - AttachedPropertyExterior features: Cement / ConcreteView description: ParkLotLot size: 6,499 sqftOther property informationParcel number: 013407000","4","4","3,900","09/18/2020","39312 Sailfish Ln, Avon, NC 27915","$760,000","$760,000"
"1662998066-209","https://www.zillow.com/avon-nc/sold/","40307 Dolphin Ln LOT 107, Avon, NC 27915","https://www.zillow.com/homedetails/40307-Dolphin-Ln-LOT-107-Avon-NC-27915/2099896854_zpid/","1987","3,998 sqft","Property detailsPropertyExterior features: Vinyl, WoodLotLot size: 3,998 sqft","3","2","1,495","02/25/2020","40307 Dolphin Ln LOT 107, Avon, NC 27915","$255,000","$255,000"
"1662998075-210","https://www.zillow.com/avon-nc/sold/","39364 Pamlico Ct, Avon, NC 27915","https://www.zillow.com/homedetails/39364-Pamlico-Ct-Avon-NC-27915/228618054_zpid/","1980","0.36 Acres","Property detailsParkingParking features: Off StreetPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.36 AcresLot features: Adj to Park Serv./Preserv, Cul-De-Sac, LevelOther property informationParcel number: 013389000Zoning description: Res","3","2","1,432","03/16/2021","39364 Pamlico Ct, Avon, NC 27915","$725,000","$725,000"
"1662998085-211","https://www.zillow.com/avon-nc/sold/","41181 Fathom Ct LOT 812, Avon, NC 27915","https://www.zillow.com/homedetails/41181-Fathom-Ct-LOT-812-Avon-NC-27915/2076057567_zpid/","1995","No Data","Property detailsParkingParking features: PavedPropertyPool features: Association Pool, In Ground, Outdoor Pool, AssociationExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened PorchWaterfront features: None, Beach Access, Boardwalk to BeachLotLot features: Cul-De-Sac, Level, LandscapedOther property informationZoning description: Res","3","3","1,728","11/12/2020","41181 Fathom Ct LOT 812, Avon, NC 27915","$340,000","$340,000"
"1662998095-212","https://www.zillow.com/avon-nc/sold/","0 Pony Pasture Dr LOT 5, Avon, NC 27915","https://www.zillow.com/homedetails/0-Pony-Pasture-Dr-LOT-5-Avon-NC-27915/2078660884_zpid/","","","","","","","08/14/2020","0 Pony Pasture Dr LOT 5, Avon, NC 27915","$30,000","$30,000"
"1662998105-213","https://www.zillow.com/avon-nc/sold/","40321 N Beachcomber Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40321-N-Beachcomber-Dr-Avon-NC-27915/228618107_zpid/","1978","","Property detailsPropertyExterior features: OtherLotLot size: 6,000 sqftOther property informationParcel number: 013442000","3","2","960","04/28/2022","40321 N Beachcomber Dr, Avon, NC 27915","$550,000","$550,000"
"1662998114-214","https://www.zillow.com/avon-nc/sold/","41594 Starboard Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41594-Starboard-Dr-Avon-NC-27915/228619226_zpid/","1998","0.34 Acres","Property detailsParkingParking features: Carport, PavedCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Concrete, Heated, Private Pool, Association Pool, Private and AssociationSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun Deck, Roof Top DeckView description: Lake/River, Salt Marsh, SoundWaterfront features: None, Beach AccessHas waterview: YesWaterview: Lake/River,Salt Marsh,SoundLotLot size: 0.34 AcresLot features: Corner Lot, LevelOther property informationParcel number: 014822063Zoning description: R-1 (res)","5","4","2,424","11/02/2021","41594 Starboard Dr, Avon, NC 27915","$549,500","$549,500"
"1662998124-215","https://www.zillow.com/avon-nc/sold/","40185 Bonito Rd #1, Avon, NC 27915","https://www.zillow.com/homedetails/40185-Bonito-Rd-1-Avon-NC-27915/228618308_zpid/","1988","","Property detailsParkingParking features: CarportPropertyExterior features: WoodOther property informationParcel number: 013648001","1","1","736","05/17/2021","40185 Bonito Rd #1, Avon, NC 27915","$220,000","$220,000"
"1662998134-216","https://www.zillow.com/avon-nc/sold/","41193 Spritsail Ct LOT 1124, Avon, NC 27915","https://www.zillow.com/homedetails/41193-Spritsail-Ct-LOT-1124-Avon-NC-27915/2099898288_zpid/","","","","","","","06/07/2021","41193 Spritsail Ct LOT 1124, Avon, NC 27915","$69,000","$69,000"
"1662998143-217","https://www.zillow.com/avon-nc/sold/","39306 Wahoo Cir #21, Avon, NC 27915","https://www.zillow.com/homedetails/39306-Wahoo-Cir-21-Avon-NC-27915/2073746497_zpid/","","","","","","","01/19/2021","39306 Wahoo Cir #21, Avon, NC 27915","$467,000","$467,000"
