web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link,PaginationLinks,PaginationLinks-href
"1659559997-1663","https://www.zillow.com/avon-nc/sold/","39184 Weakfish Dr LOT 230, Avon, NC 27915","https://www.zillow.com/homedetails/39184-Weakfish-Dr-LOT-230-Avon-NC-27915/2076061950_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Avon","null","null","null","12/18/2019","39184 Weakfish Dr LOT 230, Avon, NC 27915","$121,500","$121,500","Chevron Right","https://www.zillow.com/avon-nc/sold/17_p/"
"1659557273-1518","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659561264-2147","https://www.zillow.com/avon-nc/sold/","42171 Park Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42171-Park-Dr-Avon-NC-27915/228619460_zpid/","1992","0.34 Acres","Property detailsPropertySpa included: YesExterior features: WoodView description: ParkLotLot size: 0.34 AcresOther property informationParcel number: 014875008","3","3","1,941","02/22/2022","42171 Park Dr, Avon, NC 27915","$515,000","$515,000","Chevron Right","https://www.zillow.com/avon-nc/sold/3_p/"
"1659552057-939","https://www.zillow.com/rodanthe-nc/","24131 Ocean Dr S, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24131-Ocean-Dr-S-Rodanthe-NC-27968/2132657225_zpid/","1970","0.26 Acres","Property detailsPropertyPool features: NoneView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.26 AcresLot features: LevelOther property informationZoning description: Res","5","3","1,786","07/27/2021","24131 Ocean Dr S, Rodanthe, NC 27968","$500,000","$500,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659566941-2627","https://www.zillow.com/hatteras-nc/sold/","57246 Flambeau Rd, Hatteras, NC 27943","https://www.zillow.com/homedetails/57246-Flambeau-Rd-Hatteras-NC-27943/228620305_zpid/","2002","7,500 sqft","Property detailsParkingParking features: No Garage, Paved, UndergroundHas garage: YesPropertyPool features: NonePatio and porch details: Covered Decks, Sun DeckWaterfront features: 4 - lots from oceanfront (5th roLotLot size: 7,500 sqftLot features: LevelOther property informationParcel number: 015858030Zoning description: res","4","3","1,728","06/10/2021","57246 Flambeau Rd, Hatteras, NC 27943","$529,000","$529,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/4_p/"
"1659552082-949","https://www.zillow.com/rodanthe-nc/","24248 Seashore Dr, Rodanthe, NC 27982","https://www.zillow.com/homedetails/24248-Seashore-Dr-Rodanthe-NC-27982/228617453_zpid/","1988","No Data","Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, StoragePatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: 3 - lots from oceanfront (4th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: LevelOther property informationParcel number: 012767000Zoning description: Res","4","2","1,428","08/17/2021","24248 Seashore Dr, Rodanthe, NC 27982","$555,248","$555,248","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659561372-2187","https://www.zillow.com/avon-nc/sold/","41244 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41244-Ocean-View-Dr-Avon-NC-27915/228619199_zpid/","1990","0.34 Acres","Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: Outdoor Pool, In Ground, Association Pool, AssociationPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot size dimensions: 14938 sq ftOther property informationParcel number: 014822033Zoning description: Res","4","3","2,011","07/18/2022","41244 Ocean View Dr, Avon, NC 27915","$622,500","$622,500","",""
"1659560338-1799","https://www.zillow.com/avon-nc/sold/","40193 Avlona Ave, Avon, NC 27948","https://www.zillow.com/homedetails/40193-Avlona-Ave-Avon-NC-27948/228618872_zpid/","1989","9,500 sqft","Property detailsPropertyExterior features: OtherLotLot size: 9,500 sqftOther property informationParcel number: 014553000","3","2","1,347","09/03/2020","40193 Avlona Ave, Avon, NC 27948","$177,000","$177,000","Chevron Right","https://www.zillow.com/avon-nc/sold/14_p/"
"1659553664-1074","https://www.zillow.com/frisco-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659551434-704","https://www.zillow.com/rodanthe-nc/","24211 Ocean Dr S, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24211-Ocean-Dr-S-Rodanthe-NC-27968/228617430_zpid/","Built in 1985","10,500 sqft","Property detailsParkingParking features: No Garage, Off Street, Underground, UnpavedHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot features: LevelOther property informationParcel number: 012750000Zoning description: S-1","4","3","1,320","08/19/2019","24211 Ocean Dr S, Rodanthe, NC 27968","$425,000","null","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/9_p/"
"1659559910-1629","https://www.zillow.com/avon-nc/sold/","39303 Sandfiddler Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39303-Sandfiddler-Ln-Avon-NC-27915/228618252_zpid/","1979","6,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,000 sqftOther property informationParcel number: 013591000","3","2","1,344","10/03/2019","39303 Sandfiddler Ln, Avon, NC 27915","$300,000","$300,000","Chevron Right","https://www.zillow.com/avon-nc/sold/18_p/"
"1659559875-1616","https://www.zillow.com/avon-nc/sold/","41191 Carronade Ct, Avon, NC 27915","https://www.zillow.com/homedetails/41191-Carronade-Ct-Avon-NC-27915/228619326_zpid/","2011","0.34 Acres","Property detailsParkingTotal spaces: 4Parking features: CarportPropertyPrivate pool: YesExterior features: Shingle, Vinyl, WoodLotLot size: 0.34 AcresOther property informationParcel number: 014822608","4","3","1,856","08/16/2019","41191 Carronade Ct, Avon, NC 27915","$370,000","$370,000","Chevron Right","https://www.zillow.com/avon-nc/sold/19_p/"
"1659566886-2605","https://www.zillow.com/hatteras-nc/sold/","57209 Hatteras Escape Rd LOT 12, Hatteras, NC 27943","https://www.zillow.com/homedetails/57209-Hatteras-Escape-Rd-LOT-12-Hatteras-NC-27943/2076892019_zpid/","null","null","OtherOther factsListing Agreement: Exclusive Right To SellListing Terms: Cash,Lot LoanOwnership: Owned More than 12 MonthsRoad surface type: Paved","null","null","null","05/14/2021","57209 Hatteras Escape Rd LOT 12, Hatteras, NC 27943","$82,400","$82,400","Chevron Right","https://www.zillow.com/hatteras-nc/sold/4_p/"
"1659564930-2303","https://www.zillow.com/buxton-nc/sold/","47303 Dippin Vat Rd, Buxton, NC 27920","https://www.zillow.com/homedetails/47303-Dippin-Vat-Rd-Buxton-NC-27920/250038615_zpid/","1994","0.57 Acres","Property detailsParkingParking features: Garage - Attached, Off-streetPropertyExterior features: Shingle, WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.57 AcresOther property informationParcel number: 026518001","3","2","1,488","04/13/2021","47303 Dippin Vat Rd, Buxton, NC 27920","$360,000","$360,000","Chevron Right","https://www.zillow.com/buxton-nc/sold/2_p/"
"1659552298-1029","https://www.zillow.com/rodanthe-nc/","23391 State Highway 12 LOT 1, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23391-State-Highway-12-LOT-1-Rodanthe-NC-27968/2076063916_zpid/","1997","0.46 Acres","Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Covered DecksView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessFrontage length: Roadfront: 90Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.46 AcresLot size dimensions: 90 x 237Lot features: LevelOther property informationZoning description: S-1","4","4","1,982","03/29/2022","23391 State Highway 12 LOT 1, Rodanthe, NC 27968","$750,000","$750,000","",""
"1659553782-1089","https://www.zillow.com/frisco-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/frisco-nc/sold/9_p/"
"1659560614-1906","https://www.zillow.com/avon-nc/sold/","41898 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41898-Ocean-View-Dr-Avon-NC-27915/86668944_zpid/","1988","0.44 Acres","Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.44 AcresOther property informationParcel number: 029596054","4","2","1,736","11/24/2020","41898 Ocean View Dr, Avon, NC 27915","$375,000","$375,000","Chevron Right","https://www.zillow.com/avon-nc/sold/11_p/"
"1659551840-855","https://www.zillow.com/rodanthe-nc/","23220 Sea Oats Dr, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23220-Sea-Oats-Dr-Rodanthe-NC-27968/2077325770_zpid/","2000","10,000 sqft","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: LightingPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","5","4","2,135","02/01/2021","23220 Sea Oats Dr, Rodanthe, NC 27968","$470,177","$470,177","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/5_p/"
"1659560772-1967","https://www.zillow.com/avon-nc/sold/","40291 Dolphin Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40291-Dolphin-Ln-Avon-NC-27915/228618156_zpid/","1972","5,501 sqft","Property detailsPropertyExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,501 sqftOther property informationParcel number: 013493000","2","1","790","01/27/2021","40291 Dolphin Ln, Avon, NC 27915","$251,000","$251,000","Chevron Right","https://www.zillow.com/avon-nc/sold/10_p/"
"1659565722-2347","https://www.zillow.com/hatteras-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659554245-1264","https://www.zillow.com/frisco-nc/sold/","50136 Buccaneer Dr, Frisco, NC 27936","https://www.zillow.com/homedetails/50136-Buccaneer-Dr-Frisco-NC-27936/250038317_zpid/","1984","0.44 Acres","Property detailsLotLot size: 0.44 AcresOther property informationParcel number: 017309000","4","2","null","01/29/2021","50136 Buccaneer Dr, Frisco, NC 27936","$197,000","$197,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/6_p/"
"1659566556-2472","https://www.zillow.com/hatteras-nc/sold/","57163 Kohler Dr, Hatteras, NC 27943","https://www.zillow.com/homedetails/57163-Kohler-Dr-Hatteras-NC-27943/228619999_zpid/","1931","0.88 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.88 AcresOther property informationParcel number: 015445000","4","1","1,805","07/30/2020","57163 Kohler Dr, Hatteras, NC 27943","$275,000","$275,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/8_p/"
"1659557273-1526","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659560885-2011","https://www.zillow.com/avon-nc/sold/","41500 Portside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41500-Portside-Dr-Avon-NC-27915/228619299_zpid/","No Data","null","HOA and financial detailsOther financial informationAnnual tax amount: $1,204","3","null","null","04/06/2021","41500 Portside Dr, Avon, NC 27915","$215,000","$215,000","Chevron Right","https://www.zillow.com/avon-nc/sold/9_p/"
"1659560356-1806","https://www.zillow.com/avon-nc/sold/","41578 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41578-Ocean-View-Dr-Avon-NC-27915/86668904_zpid/","1988","0.37 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.37 AcresOther property informationParcel number: 029593317","5","4","2,280","09/09/2020","41578 Ocean View Dr, Avon, NC 27915","$405,000","$405,000","Chevron Right","https://www.zillow.com/avon-nc/sold/14_p/"
"1659566355-2403","https://www.zillow.com/hatteras-nc/sold/","0 Docks #12-M, Hatteras, NC 27943","https://www.zillow.com/homedetails/0-Docks-12-M-Hatteras-NC-27943/2069042961_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Hatteras","null","null","null","10/03/2019","0 Docks #12-M, Hatteras, NC 27943","$14,400","$14,400","Chevron Right","https://www.zillow.com/hatteras-nc/sold/9_p/"
"1659552111-960","https://www.zillow.com/rodanthe-nc/","24266 Ocean Dr S, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24266-Ocean-Dr-S-Rodanthe-NC-27968/228617434_zpid/","2002","0.38 Acres","Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Gunite, Concrete, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.38 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 012756017Zoning description: S-1","4","4","2,108","09/17/2021","24266 Ocean Dr S, Rodanthe, NC 27968","$705,000","$705,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659559905-1627","https://www.zillow.com/avon-nc/sold/","41161 Keel Ct LOT 901, Avon, NC 27915","https://www.zillow.com/homedetails/41161-Keel-Ct-LOT-901-Avon-NC-27915/2086674588_zpid/","No Data","null","HOA and financial detailsHOAAmenities included: Common Area","0","null","null","09/30/2019","41161 Keel Ct LOT 901, Avon, NC 27915","$54,000","$54,000","Chevron Right","https://www.zillow.com/avon-nc/sold/18_p/"
"1659554202-1247","https://www.zillow.com/frisco-nc/sold/","0 Piney Ridge Rd, Frisco, NC 27936","https://www.zillow.com/homedetails/0-Piney-Ridge-Rd-Frisco-NC-27936/2110886082_zpid/","null","null","OtherOther factsListing Agreement: Exclusive Right To SellOwnership: Owned More than 12 Months","null","null","null","01/05/2021","0 Piney Ridge Rd, Frisco, NC 27936","$70,000","$70,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/6_p/"
"1659552256-1012","https://www.zillow.com/rodanthe-nc/","23320 State Highway 12, Kill Devil Hills, NC 27982","https://www.zillow.com/homedetails/23320-State-Highway-12-Kill-Devil-Hills-NC-27982/247062531_zpid/","1983","5.70 Acres","Property detailsPropertyExterior features: OtherLotLot size: 5.70 AcresOther property informationParcel number: 012466000","3","2","1,311","01/26/2022","23320 State Highway 12, Kill Devil Hills, NC 27982","$975,000","$975,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/2_p/"
"1659560326-1794","https://www.zillow.com/avon-nc/sold/","42699 State Highway 12, Avon, NC 27915","https://www.zillow.com/homedetails/42699-State-Highway-12-Avon-NC-27915/228619407_zpid/","1978","9,000 sqft","Property detailsParkingParking features: Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessFrontage length: Waterfront: 60,Roadfront: 60Has waterview: YesWaterview: Ocean,SoundLotLot size: 9,000 sqftLot size dimensions: 140 x 60Lot features: LevelOther property informationParcel number: 014830000Zoning description: Res","4","3","2,132","09/02/2020","42699 State Highway 12, Avon, NC 27915","$491,000","$491,000","Chevron Right","https://www.zillow.com/avon-nc/sold/14_p/"
