web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link,PaginationLinks,PaginationLinks-href
"1659569567-2736","https://www.zillow.com/waves-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659569663-2795","https://www.zillow.com/waves-nc/sold/","26133 N Sand Dollar Ct LOT 6, Salvo, NC 27972","https://www.zillow.com/homedetails/26133-N-Sand-Dollar-Ct-LOT-6-Salvo-NC-27972/2078138207_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Boardwalk to Beach, Ocean Access, Sound AccessOther financial informationAnnual tax amount: $292","0","null","null","05/12/2022","26133 N Sand Dollar Ct LOT 6, Salvo, NC 27972","$125,000","$125,000","",""
"1659566718-2538","https://www.zillow.com/hatteras-nc/sold/","58208 Sutton Pl, Hatteras, NC 27943","https://www.zillow.com/homedetails/58208-Sutton-Pl-Hatteras-NC-27943/228620352_zpid/","2005","8,000 sqft","Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 015908000","4","4.5","2,330","12/08/2020","58208 Sutton Pl, Hatteras, NC 27943","$580,000","$580,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/6_p/"
"1659560375-1814","https://www.zillow.com/avon-nc/sold/","41784 Ocean View Dr LOT 47, Avon, NC 27915","https://www.zillow.com/homedetails/41784-Ocean-View-Dr-LOT-47-Avon-NC-27915/2079504744_zpid/","1992","0.41 Acres","Property detailsPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row)Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.41 AcresOther property informationZoning description: res","5","3","2,529","09/11/2020","41784 Ocean View Dr LOT 47, Avon, NC 27915","$493,000","$493,000","Chevron Right","https://www.zillow.com/avon-nc/sold/14_p/"
"1659569631-2783","https://www.zillow.com/waves-nc/sold/","26132 Turtle Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/26132-Turtle-Ct-Salvo-NC-27972/228617530_zpid/","2002","0.50 Acres","Property detailsParkingParking features: No Garage, PavedPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Gunite, Concrete, Heated, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Sound, Salt MarshWaterfront features: SoundfrontFrontage length: Roadfront: 81Has waterview: YesWaterview: Sound,Salt MarshLotLot size: 0.50 AcresLot size dimensions: 81  x  244  x  85  x  253Lot features: Easement(s), Level, LandscapedOther property informationParcel number: 012821021Zoning description: Res","6","7","3,235","04/23/2021","26132 Turtle Ct, Salvo, NC 27972","$741,000","$741,000","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659551970-905","https://www.zillow.com/rodanthe-nc/","24072 Dean Ave, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24072-Dean-Ave-Rodanthe-NC-27968/86651056_zpid/","2007","10,000 sqft","Property detailsParkingParking features: Carport, Underground, UnpavedHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: LevelOther property informationParcel number: 012628000Zoning description: Res","5","6","2,961","04/29/2021","24072 Dean Ave, Rodanthe, NC 27968","$790,000","$790,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/4_p/"
"1659566435-2431","https://www.zillow.com/hatteras-nc/sold/","57042 Lighthouse Rd, Manteo, NC 27943","https://www.zillow.com/homedetails/57042-Lighthouse-Rd-Manteo-NC-27943/86663939_zpid/","2000","0.39 Acres","Property detailsParkingTotal spaces: 3Parking features: Garage - Attached, Off-street, On-streetPropertyPrivate pool: YesSpa included: YesExterior features: Other, Shingle, WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.39 AcresOther property informationParcel number: 025516011","6","8","4,338","02/19/2020","57042 Lighthouse Rd, Manteo, NC 27943","$760,000","$760,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/9_p/"
"1659566953-2632","https://www.zillow.com/hatteras-nc/sold/","58473 State Highway 12, Hatteras, NC 27943","https://www.zillow.com/homedetails/58473-State-Highway-12-Hatteras-NC-27943/86654320_zpid/","1923","0.39 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.39 AcresOther property informationParcel number: 015704000","2","2","884","06/15/2021","58473 State Highway 12, Hatteras, NC 27943","$285,000","$285,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/4_p/"
"1659554691-1432","https://www.zillow.com/frisco-nc/sold/","51992 State Highway 12, Frisco, NC 27936","https://www.zillow.com/homedetails/51992-State-Highway-12-Frisco-NC-27936/250038580_zpid/","1952","0.36 Acres","Property detailsPropertyPool features: NoneWaterfront features: NoneLotLot size: 0.36 AcresLot size dimensions: 15500Other property informationParcel number: 027773002Zoning description: S-1","1","1","572","07/14/2022","51992 State Highway 12, Frisco, NC 27936","$168,750","$168,750","",""
"1659551900-878","https://www.zillow.com/rodanthe-nc/","23017 G A Kohler Ct, Kill Devil Hills, NC 27982","https://www.zillow.com/homedetails/23017-G-A-Kohler-Ct-Kill-Devil-Hills-NC-27982/247062553_zpid/","1986","4,500 sqft","Property detailsPropertyExterior features: OtherLotLot size: 4,500 sqftOther property informationParcel number: 012509000","3","2.5","1,788","03/16/2021","23017 G A Kohler Ct, Kill Devil Hills, NC 27982","$250,000","$250,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/5_p/"
"1659560792-1975","https://www.zillow.com/avon-nc/sold/","40284 Dolphin Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40284-Dolphin-Ln-Avon-NC-27915/228618133_zpid/","2001","No Data","Property detailsParkingParking features: No Garage, NonePropertyPrivate pool: YesPool features: In Ground, Private Pool, PrivateView description: OceanWaterfront features: 4 - lots from oceanfront (5th roHas waterview: YesWaterview: OceanLotLot features: LevelOther property informationParcel number: 013467000Zoning description: Res","4","5","2,160","02/01/2021","40284 Dolphin Ln, Avon, NC 27915","$525,000","$525,000","Chevron Right","https://www.zillow.com/avon-nc/sold/10_p/"
"1659559962-1649","https://www.zillow.com/avon-nc/sold/","42164 Park Dr LOT 42, Avon, NC 27915","https://www.zillow.com/homedetails/42164-Park-Dr-LOT-42-Avon-NC-27915/2076057716_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Avon","null","null","null","11/15/2019","42164 Park Dr LOT 42, Avon, NC 27915","$548,000","$548,000","Chevron Right","https://www.zillow.com/avon-nc/sold/18_p/"
"1659560262-1769","https://www.zillow.com/avon-nc/sold/","41163 Channel Ct, Avon, NC 27915","https://www.zillow.com/homedetails/41163-Channel-Ct-Avon-NC-27915/228619363_zpid/","2006","0.30 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: WoodLotLot size: 0.30 AcresOther property informationParcel number: 014822716","5","5","3,390","08/07/2020","41163 Channel Ct, Avon, NC 27915","$494,000","$494,000","Chevron Right","https://www.zillow.com/avon-nc/sold/15_p/"
"1659566412-2423","https://www.zillow.com/hatteras-nc/sold/","0 C Deering Ridge Rd, Hatteras, NC 27943","https://www.zillow.com/homedetails/0-C-Deering-Ridge-Rd-Hatteras-NC-27943/2112078288_zpid/","No Data","null","OtherOther factsClass: LOTS/LANDSale/Rent: For SaleType: ResidentialListing Type: Exclusive Right SellVOW Include: YesCounty: DareWaterfront Location: Semi-SoundfrontArea: Hatteras SoundsideStatus: Under ContractStatus Category: Under ContractDestination Commerce Corp: YesHome Tour Magazine: YesHomes & Land of the Outer: YesHouse Canary, Inc: YesListHub: YesLone Wolf Real Estate Tec: YesNewpoint Media: YesOuter Banks Software: YesShowingTime: YesTerradatum, Inc: YesTop Producer: YesW&R Studios: YesZillow/Trulia: Yes","null","null","null","02/03/2020","0 C Deering Ridge Rd, Hatteras, NC 27943","$65,000","$65,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/9_p/"
"1659560205-1746","https://www.zillow.com/avon-nc/sold/","40185 Bonito Rd #3, Avon, NC 27915","https://www.zillow.com/homedetails/40185-Bonito-Rd-3-Avon-NC-27915/228618310_zpid/","1988","null","Property detailsPropertyExterior features: OtherOther property informationParcel number: 013648003","1","1","736","07/16/2020","40185 Bonito Rd #3, Avon, NC 27915","$134,000","$134,000","Chevron Right","https://www.zillow.com/avon-nc/sold/15_p/"
"1659566781-2563","https://www.zillow.com/hatteras-nc/sold/","58204 Sutton Pl, Hatteras, NC 27943","https://www.zillow.com/homedetails/58204-Sutton-Pl-Hatteras-NC-27943/86654529_zpid/","1987","8,000 sqft","Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Patio, Sun DeckWaterfront features: NoneLotLot size: 8,000 sqftLot features: LevelOther property informationParcel number: 015910000Zoning description: Res","4","2","1,344","02/12/2021","58204 Sutton Pl, Hatteras, NC 27943","$320,000","$320,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659553866-1116","https://www.zillow.com/frisco-nc/sold/","53284 Runboat Cir, Frisco, NC 27936","https://www.zillow.com/homedetails/53284-Runboat-Cir-Frisco-NC-27936/250038394_zpid/","1986","8,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 029642058","3","2","1,392","01/23/2020","53284 Runboat Cir, Frisco, NC 27936","$250,000","$250,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/9_p/"
"1659554647-1416","https://www.zillow.com/frisco-nc/sold/","50076 Kings Point Dr, Frisco, NC 27936","https://www.zillow.com/homedetails/50076-Kings-Point-Dr-Frisco-NC-27936/243986922_zpid/","1975","8,000 sqft","Property detailsParkingParking features: Off Street, PavedPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, DockPatio and porch details: Sun DeckView description: Canal, SoundWaterfront features: Canal Front, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 8,000 sqftLot features: Level, LandscapedOther property informationParcel number: 011858000Zoning description: Res","3","1","870","03/15/2022","50076 Kings Point Dr, Frisco, NC 27936","$416,000","$416,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/2_p/"
"1659554024-1179","https://www.zillow.com/frisco-nc/sold/","51893 State Highway 12, Frisco, NC 27936","https://www.zillow.com/homedetails/51893-State-Highway-12-Frisco-NC-27936/308901280_zpid/","1972","0.29 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.29 AcresOther property informationParcel number: 014196000","3","2","864","09/04/2020","51893 State Highway 12, Frisco, NC 27936","$131,500","$131,500","Chevron Right","https://www.zillow.com/frisco-nc/sold/8_p/"
"1659551773-829","https://www.zillow.com/rodanthe-nc/","22050 Sixteenth Of August St LOT 6, Rodanthe, NC 27968","https://www.zillow.com/homedetails/22050-Sixteenth-Of-August-St-LOT-6-Rodanthe-NC-27968/2076059838_zpid/","1999","No Data","Property detailsParkingParking features: Off StreetPropertyPrivate pool: YesPool features: In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd roHas waterview: YesWaterview: Ocean,SoundLotLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","6","6","2,780","11/25/2020","22050 Sixteenth Of August St LOT 6, Rodanthe, NC 27968","$525,000","$525,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/6_p/"
"1659553967-1156","https://www.zillow.com/frisco-nc/sold/","52079 Sportsman Place Lots 16 #&-17, Frisco, NC 27936","https://www.zillow.com/homedetails/52079-Sportsman-Place-Lots-16-17-Frisco-NC-27936/2076061911_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Frisco","null","null","null","07/21/2020","52079 Sportsman Place Lots 16 #&-17, Frisco, NC 27936","$228,000","$228,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/8_p/"
"1659560006-1667","https://www.zillow.com/avon-nc/sold/","42084 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42084-Ocean-View-Dr-Avon-NC-27915/228633923_zpid/","1993","0.37 Acres","Property detailsParkingParking features: CarportPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.37 AcresOther property informationParcel number: 029596068","5","4","2,345","01/03/2020","42084 Ocean View Dr, Avon, NC 27915","$437,500","$437,500","Chevron Right","https://www.zillow.com/avon-nc/sold/17_p/"
"1659560872-2006","https://www.zillow.com/avon-nc/sold/","40180 McMullen Rd, Hatteras, NC 27915","https://www.zillow.com/homedetails/40180-McMullen-Rd-Hatteras-NC-27915/243987045_zpid/","1960","0.34 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.34 AcresOther property informationParcel number: 017412001","2","1","916","04/01/2021","40180 McMullen Rd, Hatteras, NC 27915","$165,000","$165,000","Chevron Right","https://www.zillow.com/avon-nc/sold/9_p/"
"1659560521-1870","https://www.zillow.com/avon-nc/sold/","40157 Williams Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40157-Williams-Rd-Avon-NC-27915/228619050_zpid/","1930","0.60 Acres","Property detailsParkingTotal spaces: 1Parking features: 1 Car, Detached, Off Street, PavedGarage spaces: 1PropertyPool features: NoneExterior features: Dry EntryPatio and porch details: Covered Decks, Sun DeckWaterfront features: NoneLotLot size: 0.60 AcresLot features: LevelOther property informationParcel number: 014701000Zoning description: res","3","2","1,376","10/22/2020","40157 Williams Rd, Avon, NC 27915","$264,000","$264,000","Chevron Right","https://www.zillow.com/avon-nc/sold/12_p/"
"1659566200-2356","https://www.zillow.com/hatteras-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/hatteras-nc/sold/3_p/"
"1659566862-2595","https://www.zillow.com/hatteras-nc/sold/","58214 Sutton Pl, Hatteras, NC 27943","https://www.zillow.com/homedetails/58214-Sutton-Pl-Hatteras-NC-27943/86654539_zpid/","1994","8,000 sqft","Property detailsParkingParking features: No Garage, Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: 3 - lots from oceanfront (4th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 8,000 sqftLot features: LevelOther property informationParcel number: 015902000Zoning description: RES","3","3","1,612","05/03/2021","58214 Sutton Pl, Hatteras, NC 27943","$425,000","$425,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659566200-2359","https://www.zillow.com/hatteras-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/hatteras-nc/sold/3_p/"
"1659554348-1303","https://www.zillow.com/frisco-nc/sold/","54053 Sandpiper Dr, Frisco, NC 27936","https://www.zillow.com/homedetails/54053-Sandpiper-Dr-Frisco-NC-27936/228619719_zpid/","Built in 1999","0.42 Acres","Property detailsParkingParking features: Paved, Off StreetPropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.42 AcresLot features: LevelOther property informationParcel number: 015137004Zoning description: S-1","8","6","3,912","05/07/2021","54053 Sandpiper Dr, Frisco, NC 27936","$1.06M","null","Chevron Right","https://www.zillow.com/frisco-nc/sold/5_p/"
"1659560556-1884","https://www.zillow.com/avon-nc/sold/","39000 Windy Ln LOT 1, Avon, NC 27915","https://www.zillow.com/homedetails/39000-Windy-Ln-LOT-1-Avon-NC-27915/2076063317_zpid/","1998","1.08 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Canal, Salt Marsh, SoundWaterfront features: Soundfront, Waterfront, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Canal,Salt Marsh,SoundLotLot size: 1.08 AcresLot features: LevelOther property informationZoning description: Res","5","5","2,428","11/02/2020","39000 Windy Ln LOT 1, Avon, NC 27915","$620,000","$620,000","Chevron Right","https://www.zillow.com/avon-nc/sold/12_p/"
"1659554414-1328","https://www.zillow.com/frisco-nc/sold/","50200 Cedar Ct, Frisco, NC 27920","https://www.zillow.com/homedetails/50200-Cedar-Ct-Frisco-NC-27920/228619515_zpid/","1998","0.46 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.46 AcresOther property informationParcel number: 014884101","3","2","988","07/08/2021","50200 Cedar Ct, Frisco, NC 27920","$200,000","$200,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/4_p/"
"1659552132-968","https://www.zillow.com/rodanthe-nc/","24056 State Highway 12, Waves, NC 27982","https://www.zillow.com/homedetails/24056-State-Highway-12-Waves-NC-27982/86651028_zpid/","1998","0.68 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.68 AcresOther property informationParcel number: 012591004","5","4.5","2,668","10/08/2021","24056 State Highway 12, Waves, NC 27982","$650,000","$650,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659554220-1254","https://www.zillow.com/frisco-nc/sold/","53105 Sundog Run LOT 9, Frisco, NC 27936","https://www.zillow.com/homedetails/53105-Sundog-Run-LOT-9-Frisco-NC-27936/2076371527_zpid/","2002","0.36 Acres","Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPrivate pool: YesPool features: Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Storage, DockPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Canal, SoundWaterfront features: Canal Front, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 0.36 AcresOther property informationZoning description: S-1","4","3","3,007","01/08/2021","53105 Sundog Run LOT 9, Frisco, NC 27936","$565,000","$565,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/6_p/"
"1659566200-2366","https://www.zillow.com/hatteras-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/hatteras-nc/sold/3_p/"
"1659552103-957","https://www.zillow.com/rodanthe-nc/","23371 Sudie Payne Rd, Waves, NC 27968","https://www.zillow.com/homedetails/23371-Sudie-Payne-Rd-Waves-NC-27968/243986943_zpid/","2007","3.42 Acres","Property detailsParkingParking features: No Garage, Off Street, UnpavedPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, Salt Marsh, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 3.42 AcresLot features: Easement(s)Other property informationParcel number: 012577002Zoning description: S-1","6","8","4,655","08/27/2021","23371 Sudie Payne Rd, Waves, NC 27968","$1.25M","$1,250,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659554045-1187","https://www.zillow.com/frisco-nc/sold/","50560 State Highway 12, Frisco, NC 27936","https://www.zillow.com/homedetails/50560-State-Highway-12-Frisco-NC-27936/228619529_zpid/","1990","3 Acres","Property detailsParkingTotal spaces: 1Parking features: Garage - AttachedPropertyExterior features: OtherLotLot size: 3 AcresOther property informationParcel number: 014884303","3","3","1,835","09/29/2020","50560 State Highway 12, Frisco, NC 27936","$334,000","$334,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/7_p/"
"1659554315-1290","https://www.zillow.com/frisco-nc/sold/","52017 Sportsman Pl, Frisco, NC 27936","https://www.zillow.com/homedetails/52017-Sportsman-Pl-Frisco-NC-27936/86652422_zpid/","2005","No Data","Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPool features: NonePatio and porch details: Covered DecksView description: Creek/Stream, SoundWaterfront features: CreekfrontHas waterview: YesWaterview: Creek/Stream,SoundOther property informationParcel number: 014122000Zoning description: S-1","3","3","1,344","03/29/2021","52017 Sportsman Pl, Frisco, NC 27936","$322,000","$322,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/5_p/"
"1659567040-2667","https://www.zillow.com/hatteras-nc/sold/","58915 S Beach Dr, Hatteras, NC 27943","https://www.zillow.com/homedetails/58915-S-Beach-Dr-Hatteras-NC-27943/228593032_zpid/","1999","0.41 Acres","Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.41 AcresOther property informationParcel number: 000507016","6","6.5","4,664","11/30/2021","58915 S Beach Dr, Hatteras, NC 27943","$1.60M","$1,595,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/2_p/"
"1659551657-784","https://www.zillow.com/rodanthe-nc/","24250 Resort Rodanthe Dr UNIT 14B, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24250-Resort-Rodanthe-Dr-UNIT-14B-Rodanthe-NC-27968/247062654_zpid/","2004","null","Property detailsParkingParking features: No Garage, Off Street, Parking Lot, PavedPropertyPool features: Association Pool, In Ground, Outdoor Pool, AssociationExterior features: StoragePatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanOther property informationParcel number: 014234035Attached to another structure: YesZoning description: Res","2","2","1,010","08/17/2020","24250 Resort Rodanthe Dr UNIT 14B, Rodanthe, NC 27968","$226,000","$226,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/7_p/"
"1659566711-2535","https://www.zillow.com/hatteras-nc/sold/","58211 Sand Rd LOT 7, Hatteras, NC 27943","https://www.zillow.com/homedetails/58211-Sand-Rd-LOT-7-Hatteras-NC-27943/2076059840_zpid/","1978","No Data","Property detailsParkingTotal spaces: 1Parking features: 1 Car, AttachedGarage spaces: 1PropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered DecksWaterfront features: More than 5th row, Beach AccessOther property informationZoning description: Res","3","2","1,050","11/20/2020","58211 Sand Rd LOT 7, Hatteras, NC 27943","$250,000","$250,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/6_p/"
"1659566854-2592","https://www.zillow.com/hatteras-nc/sold/","59007 Coast Guard Rd, Hatteras, NC 27943","https://www.zillow.com/homedetails/59007-Coast-Guard-Rd-Hatteras-NC-27943/86673013_zpid/","2001","No Data","Property detailsParkingTotal spaces: 2Parking features: 2 Car, PavedGarage spaces: 2Covered spaces: 2AccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Concrete, Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerView description: OceanWaterfront features: Ocean Front, Boardwalk to BeachHas waterview: YesWaterview: OceanOther property informationParcel number: 000507007Zoning description: R","7","9","6,023","04/23/2021","59007 Coast Guard Rd, Hatteras, NC 27943","$2.38M","$2,375,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/5_p/"
"1659554425-1332","https://www.zillow.com/frisco-nc/sold/","51035 Myrtle St, Buxton, NC 27920","https://www.zillow.com/homedetails/51035-Myrtle-St-Buxton-NC-27920/86652488_zpid/","1965","12 sqft","Property detailsParkingParking features: Garage - DetachedPropertyExterior features: OtherLotLot size: 12 sqftOther property informationParcel number: 014185000","4","1","1,500","07/23/2021","51035 Myrtle St, Buxton, NC 27920","$39,500","$39,500","Chevron Right","https://www.zillow.com/frisco-nc/sold/4_p/"
"1659557273-1517","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659569629-2782","https://www.zillow.com/waves-nc/sold/","26245 Wimble Shrs W, Salvo, NC 27972","https://www.zillow.com/homedetails/26245-Wimble-Shrs-W-Salvo-NC-27972/2073617370_zpid/","1984","8,000 sqft","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Storage, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Lake/River, Ocean, Salt Marsh, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Lake/River,Ocean,Salt Marsh,SoundLotLot size: 8,000 sqftLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","3","3","1,095","04/19/2021","26245 Wimble Shrs W, Salvo, NC 27972","$400,000","$400,000","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659551337-695","https://www.zillow.com/rodanthe-nc/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659564806-2257","https://www.zillow.com/buxton-nc/sold/","46787 Flowers Ridge Rd, Buxton, NC 27920","https://www.zillow.com/homedetails/46787-Flowers-Ridge-Rd-Buxton-NC-27920/228627859_zpid/","2013","0.99 Acres","Property detailsParkingParking features: CarportPropertyExterior features: OtherView description: ParkLotLot size: 0.99 AcresOther property informationParcel number: 023782002","3","2","2,058","10/01/2019","46787 Flowers Ridge Rd, Buxton, NC 27920","$400,000","$400,000","Chevron Right","https://www.zillow.com/buxton-nc/sold/4_p/"
"1659564833-2266","https://www.zillow.com/buxton-nc/sold/","47137 Rocky Rollinson Rd, Buxton, NC 27920","https://www.zillow.com/homedetails/47137-Rocky-Rollinson-Rd-Buxton-NC-27920/228621144_zpid/","2010","0.94 Acres","Property detailsParkingParking features: No Garage, Paved, UnpavedPropertyPool features: NoneExterior features: Lighting, StoragePatio and porch details: Sun DeckView description: Canal, Ocean, Park Serv/Preserve, Pond, Salt Marsh, SoundWaterfront features: Canal Front, WaterfrontFrontage length: Waterfront: 75,Roadfront: 75Residential vegetation: WoodedHas waterview: YesWaterview: Canal,Ocean,Pond,Salt Marsh,SoundLotLot size: 0.94 AcresLot size dimensions: 75 x 550Other property informationParcel number: 016944000Zoning description: R-2A","4","2","1,464","09/04/2020","47137 Rocky Rollinson Rd, Buxton, NC 27920","$258,000","$258,000","Chevron Right","https://www.zillow.com/buxton-nc/sold/3_p/"
"1659551780-832","https://www.zillow.com/rodanthe-nc/","24237 Atlantic Dr, Waves, NC 27982","https://www.zillow.com/homedetails/24237-Atlantic-Dr-Waves-NC-27982/228617410_zpid/","1960","8,000 sqft","Property detailsParkingParking features: Garage - DetachedPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 012728000","3","2","952","12/04/2020","24237 Atlantic Dr, Waves, NC 27982","$225,000","$225,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/6_p/"
"1659551752-821","https://www.zillow.com/rodanthe-nc/","24280 State Highway 12 #2C, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24280-State-Highway-12-2C-Rodanthe-NC-27968/2094674711_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Rodanthe","null","null","null","11/19/2020","24280 State Highway 12 #2C, Rodanthe, NC 27968","$369,900","$369,900","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/6_p/"
