StreetAddress,ListingLink-href,YearBuilt,LotSize,Bedrooms,Bathrooms,Size,DateSold,Price,City,Zip,PropertyDetails,PrivatePool,OceanFront,SoundFront,CanalFront,BeachAccess,WaterView,LotsFromOceanFront,MonthsSold
57222 Atlantic View Dr,https://www.zillow.com/homedetails/57222-Atlantic-View-Dr-Hatteras-NC-27943/86666966_zpid/,2001,0.34,5.0,5.0,2287.0,2021-07-02,610000.0,Hatteras,27943,"Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPrivate pool: YesPool features: Association Pool, In Ground, Optional with Additional FeeSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: OceanWaterfront features: 4 - lots from oceanfront (5th ro, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot size dimensions: 15000 sq. ft.Lot features: LevelOther property informationParcel number: 027890013Zoning description: RES",1,0,0,0,1,1,1,14.385866569229119
57222 Summerplace Dr,https://www.zillow.com/homedetails/57222-Summerplace-Dr-Hatteras-NC-27943/228620504_zpid/,1984,0.37,3.0,2.0,1196.0,2019-12-09,525000.0,Hatteras,27943,Property detailsPropertyExterior features: OtherLotLot size: 0.37 AcresOther property informationParcel number: 016069002,0,0,0,0,0,0,0,33.14600538111437
57223 Summerplace Dr,https://www.zillow.com/homedetails/57223-Summerplace-Dr-Hatteras-NC-27943/86655286_zpid/,2001,0.39,5.0,6.0,2888.0,2022-01-24,809000.0,Hatteras,27943,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.39 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 016066019Zoning description: Res",1,0,0,0,1,1,1,7.617760447953529
57225 Atlantic View Dr,https://www.zillow.com/homedetails/57225-Atlantic-View-Dr-Hatteras-NC-27943/2070928422_zpid/,2001,0.34,7.0,6.0,3736.0,2021-08-17,846000.0,Hatteras,27943,"Property detailsParkingParking features: UndergroundHas garage: YesPropertyPool features: Association Pool, AssociationView description: Ocean, Salt MarshWaterfront features: NoneHas waterview: YesWaterview: Ocean,Salt MarshLotLot size: 0.34 AcresLot features: LevelOther property informationZoning description: s-1, Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 027890018",0,0,0,0,0,1,0,12.874541901371463
57226 Atlantic View Dr,https://www.zillow.com/homedetails/57226-Atlantic-View-Dr-LOT-6-Hatteras-NC-27943/2076059705_zpid/,2001,0.34,6.0,6.0,3492.0,2020-11-17,587500.0,Hatteras,27943,"Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPrivate pool: YesPool features: Outdoor Pool, Private Pool, Vinyl, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckWaterfront features: 3 - lots from oceanfront (4th ro, Beach Access, Boardwalk to BeachLotLot size: 0.34 AcresLot features: LevelOther property informationZoning description: C-2H, Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 027890012, Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Heated, Private Pool, Association Pool, Private and AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res",1,0,0,0,1,1,1,21.843925256265813
57226 Summerplace Dr,https://www.zillow.com/homedetails/57226-Summerplace-Dr-Hatteras-NC-27943/228620484_zpid/,2002,0.34,7.0,9.0,5172.0,2019-10-01,1200000.0,Hatteras,27943,Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: OtherLotLot size: 0.34 AcresOther property informationParcel number: 016066004,1,0,0,0,0,0,0,35.41299238290086
57227 Island Club Ln,https://www.zillow.com/homedetails/57227-Island-Club-Ln-Hatteras-NC-27943/228620336_zpid/,1994,0.16069788797061524,4.0,3.0,2400.0,2021-10-22,529000.0,Hatteras,27943,"Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Canal, Ocean, Sound, Salt Marsh, Creek/StreamWaterfront features: Canal Front, Bulkheaded, WaterfrontFrontage length: Waterfront: 92Has waterview: YesWaterview: Canal,Ocean,Sound,Salt Marsh,Creek/StreamLotLot size: 7,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 015888000Zoning description: S1",0,0,0,1,0,1,0,10.706119551836565
57227 Summerplace Dr,https://www.zillow.com/homedetails/57227-Summerplace-Dr-Hatteras-NC-27943/308901619_zpid/,2001,0.36,5.0,5.0,2428.0,2022-01-18,835000.0,Hatteras,27943,"Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.35 AcresOther property informationParcel number: 016066022, Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: Ocean, Salt Marsh, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.36 AcresLot size dimensions: 15500 Sq. Ft.Lot features: LevelOther property informationParcel number: 01606602201Zoning description: RES",1,0,0,0,1,1,0,7.814889752456701
57231 Hatteras Escape Rd,https://www.zillow.com/homedetails/57231-Hatteras-Escape-Rd-Hatteras-NC-27943/228621408_zpid/,1988,0.18365472910927455,4.0,2.5,1800.0,2020-02-25,210000.0,Hatteras,27943,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 017331000",0,0,0,0,0,1,0,30.58332442257313
57232 Summerplace Dr,https://www.zillow.com/homedetails/57232-Summerplace-Dr-LOT-2-Hatteras-NC-27943/2076063203_zpid/,2006,0.36,6.0,7.0,4349.0,2020-09-29,1160000.0,Hatteras,27943,"Property detailsParkingParking features: No Garage, Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: LightingPatio and porch details: Covered Decks, Sun DeckFencing: FencedView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: Cul-De-Sac, LevelOther property informationZoning description: Res, Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: WoodLotLot size: 0.36 AcresOther property informationParcel number: 016066002",1,1,0,0,1,1,0,23.453814576375056
57235 Flambeau Rd,https://www.zillow.com/homedetails/57235-Flambeau-Rd-Hatteras-NC-27943/228620323_zpid/,1975,0.17219926538108357,2.0,2.0,749.0,2020-10-09,269000.0,Hatteras,27943,"Property detailsPropertyExterior features: Cement / ConcreteView description: ParkLotLot size: 7,501 sqftOther property informationParcel number: 015875000, Property detailsParkingParking features: No Garage, Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: LightingPatio and porch details: Screened Porch, Sun DeckView description: Ocean, Park Serv/Preserve, Pond, Salt MarshWaterfront features: More than 5th row, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,Pond,Salt MarshLotLot size: 7,500 sqftLot features: LevelOther property informationZoning description: RES",0,0,0,0,1,1,0,23.125265735536434
57235 Hatteras Escape Rd,https://www.zillow.com/homedetails/57235-Hatteras-Escape-Rd-Hatteras-NC-27943/308901483_zpid/,1990,0.18365472910927455,4.0,3.0,2244.0,2021-08-16,544500.0,Hatteras,27943,"Property detailsPropertyExterior features: Other, CompositionView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 017330000, Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor Shower, StorageView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 8,000 sqftLot features: Cul-De-Sac, Level, LandscapedOther property informationParcel number: 01733000001Zoning description: R-2AH",0,0,0,0,1,1,0,12.907396785455326
57235 Summerplace Dr,https://www.zillow.com/homedetails/57235-Summerplace-Dr-Hatteras-NC-27943/86655292_zpid/,2005,0.36,6.0,8.0,3838.0,2021-03-30,875500.0,Hatteras,27943,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.36 AcresLot size dimensions: 15500 sq ftLot features: Corner Lot, LevelOther property informationParcel number: 016066025Zoning description: RES",1,0,0,0,1,1,0,17.474225673112155
57239 Summerplace Dr,https://www.zillow.com/homedetails/57239-Summerplace-Dr-Hatteras-NC-27943/228620502_zpid/,2001,0.44,5.0,4.0,2492.0,2021-05-28,635000.0,Hatteras,27943,"Property detailsParkingParking features: No Garage, Paved, Off Street, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivatePatio and porch details: Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.44 AcresLot features: Cul-De-SacOther property informationParcel number: 016066027Zoning description: C-2H",1,0,0,0,1,1,0,15.535787512164292
57241 Summerplace Dr,https://www.zillow.com/homedetails/57241-Summerplace-Dr-Hatteras-NC-27943/112058333_zpid/,2001,0.42,5.0,5.0,2532.0,2021-05-11,655650.0,Hatteras,27943,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Screened Porch, Sun DeckView description: Creek/Stream, Ocean, Salt Marsh, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Creek/Stream,Ocean,Salt Marsh,SoundLotLot size: 0.42 AcresLot size dimensions: 18500 Sq. Ft.Lot features: Cul-De-Sac, LevelOther property informationParcel number: 016066028Zoning description: RES",1,0,0,0,1,1,0,16.094320541589948
57242 Flambeau Rd,https://www.zillow.com/homedetails/57242-Flambeau-Rd-Hatteras-NC-27943/228620311_zpid/,1979,0.1721763085399449,3.0,2.0,960.0,2021-05-14,275000.0,Hatteras,27943,"Property detailsParkingParking features: Off StreetPropertyPool features: NoneExterior features: Lighting, StoragePatio and porch details: Sun DeckWaterfront features: More than 5th rowLotLot size: 7,500 sqftLot features: LevelOther property informationParcel number: 015862000Zoning description: Res",0,0,0,0,0,0,0,15.995755889338362
57246 Flambeau Rd,https://www.zillow.com/homedetails/57246-Flambeau-Rd-Hatteras-NC-27943/228620305_zpid/,2002,0.1721763085399449,4.0,3.0,1728.0,2021-06-10,529000.0,Hatteras,27943,"Property detailsParkingParking features: No Garage, Paved, UndergroundHas garage: YesPropertyPool features: NonePatio and porch details: Covered Decks, Sun DeckWaterfront features: 4 - lots from oceanfront (5th roLotLot size: 7,500 sqftLot features: LevelOther property informationParcel number: 015858030Zoning description: res",0,0,0,0,0,0,1,15.108674019074085
57256 Sea Scape Ln,https://www.zillow.com/homedetails/57256-Sea-Scape-Ln-Hatteras-NC-27943/228620301_zpid/,1990,0.18028007346189165,5.0,3.0,1664.0,2021-08-02,375000.0,Hatteras,27943,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 7,853 sqftOther property informationParcel number: 015854000",0,0,0,0,0,1,0,13.367365162629394
57258 Sea Scape Ln,https://www.zillow.com/homedetails/57258-Sea-Scape-Ln-Hatteras-NC-27943/308901557_zpid/,1979,0.0,4.0,3.0,1104.0,2022-04-14,465000.0,Hatteras,27943,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 7,500 sqftOther property informationParcel number: 015845000, Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun Deck, Roof Top DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 7,500 sqftLot features: LevelOther property informationParcel number: 01584500001Zoning description: Res",0,0,0,0,1,1,0,4.989369721244561
57263 Eagle Pass Rd,https://www.zillow.com/homedetails/57263-Eagle-Pass-Rd-Hatteras-NC-27943/228620232_zpid/,1972,0.41,3.0,3.0,2200.0,2021-06-11,355000.0,Hatteras,27943,"Property detailsParkingTotal spaces: 2Parking features: Garage Door Opener, 2 Car, Attached, Off Street, PavedGarage spaces: 2PropertyPool features: NonePatio and porch details: Sun DeckView description: PondWaterfront features: Pondfront, WaterfrontHas waterview: YesWaterview: PondLotLot size: 0.41 AcresLot features: LevelOther property informationParcel number: 015763000Zoning description: R-2AH",0,0,0,0,0,1,0,15.075819134990223
57287 Lighthouse Rd,https://www.zillow.com/homedetails/57287-Lighthouse-Rd-Hatteras-NC-27948/86672117_zpid/,1994,0.51,5.0,6.0,4872.0,2020-09-01,1100000.0,Hatteras,0,Property detailsParkingTotal spaces: 1Parking features: Garage - AttachedPropertyPrivate pool: YesExterior features: WoodView description: ParkLotLot size: 0.51 AcresOther property informationParcel number: 004791003,1,0,0,0,0,0,0,24.373751330723195
57301 Eagle Pass Rd,https://www.zillow.com/homedetails/57301-Eagle-Pass-Rd-Hatteras-NC-27943/228618707_zpid/,2006,6.74,4.0,5.0,4589.0,2020-12-18,742500.0,Hatteras,27943,Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteLotLot size: 6.74 AcresOther property informationParcel number: 014182000,1,0,0,0,0,0,0,20.82542384966609
57301 Eagle Pass Rd #1,https://www.zillow.com/homedetails/57301-Eagle-Pass-Rd-1-Hatteras-NC-27943/2076059418_zpid/,2006,6.74,4.0,5.0,4589.0,2020-12-18,742500.0,Hatteras,27943,"Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Concrete, Heated, Indoor, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, PatioView description: Creek/Stream, Ocean, Pond, Salt Marsh, SoundWaterfront features: Lake Front, WaterfrontResidential vegetation: WoodedHas waterview: YesWaterview: Creek/Stream,Ocean,Pond,Salt Marsh,SoundLotLot size: 6.74 AcresLot features: Irregular Terrain, LandscapedOther property informationZoning description: Res",1,0,0,0,0,1,0,20.82542384966609
57306 Lighthouse Rd,https://www.zillow.com/homedetails/57306-Lighthouse-Rd-Hatteras-NC-27943/228609792_zpid/,2006,0.76,1.0,12.0,6649.0,2021-05-14,1450000.0,Hatteras,27943,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Association Pool, Heated, In Ground, Outdoor Pool, Private Pool, Private and AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, Salt MarshWaterfront features: 2 - lots from oceanfront (3rd ro, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,Salt MarshLotLot size: 0.76 AcresLot features: Adj. To Common Area, LevelOther property informationParcel number: 004791033Zoning description: Res",1,0,0,0,1,1,1,15.995755889338362
57342 Lighthouse Rd,https://www.zillow.com/homedetails/57342-Lighthouse-Rd-Hatteras-NC-27948/228609790_zpid/,1993,0.64,5.0,4.0,2497.0,2021-05-07,625000.0,Hatteras,0,"Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPool features: Association Pool, In Ground, Outdoor Pool, AssociationView description: Creek/Stream, Ocean, Park Serv/Preserve, Pond, Salt Marsh, SoundWaterfront features: 2 - lots from oceanfront (3rd roHas waterview: YesWaterview: Creek/Stream,Ocean,Pond,Salt Marsh,SoundLotLot size: 0.64 AcresLot features: LevelOther property informationParcel number: 004791031Zoning description: RES",0,0,0,0,0,1,1,16.225740077925398
