StreetAddress,ListingLink-href,YearBuilt,LotSize,Bedrooms,Bathrooms,Size,DateSold,Price,City,Zip,PropertyDetails,PrivatePool,OceanFront,SoundFront,CanalFront,BeachAccess,WaterView,LotsFromOceanFront,MonthsSold
26226 Wimble Shores Dr,https://www.zillow.com/homedetails/26226-Wimble-Shores-Dr-Salvo-NC-27972/228617491_zpid/,2002,0.18365472910927455,3.0,2.0,1536.0,2019-09-16,349500.0,Salvo,27972,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 012809000",0,0,0,0,0,1,0,35.90581564415879
26228 Rampart St,https://www.zillow.com/homedetails/26228-Rampart-St-Salvo-NC-27972/228617622_zpid/,2005,0.22959136822773185,5.0,6.0,2948.0,2020-07-10,430000.0,Salvo,27972,"Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 012884000",1,0,0,0,0,1,0,26.115060187167884
26229 Cutlass Ln,https://www.zillow.com/homedetails/26229-Cutlass-Ln-Salvo-NC-27972/228617688_zpid/,2005,0.25,5.0,8.0,3963.0,2021-09-10,890000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.25 AcresLot features: Corner Lot, LevelOther property informationParcel number: 012964000Zoning description: Res",1,0,0,0,1,1,0,12.086024683358772
26230 Wimble Shores Dr,https://www.zillow.com/homedetails/26230-Wimble-Shores-Dr-Salvo-NC-27972/228617490_zpid/,1978,0.0,3.0,2.0,810.0,2021-03-26,338000.0,Salvo,27972,"Property detailsParkingParking features: Off StreetPropertyPrivate pool: YesPool features: Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerWaterfront features: More than 5th row, Beach AccessResidential vegetation: WoodedOther property informationAdditional structures included: GazeboParcel number: 012808000Zoning description: S-1",1,0,0,0,1,0,0,17.605645209447605
26232 Wimble Shores Dr,https://www.zillow.com/homedetails/26232-Wimble-Shores-Dr-Salvo-NC-27972/228617489_zpid/,1984,0.18365472910927455,4.0,3.0,1568.0,2021-10-15,470000.0,Salvo,27972,"Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Sun DeckFencing: FencedView description: Lake/RiverWaterfront features: More than 5th row, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Lake/RiverLotLot size: 8,000 sqftLot features: LevelOther property informationParcel number: 012807000Zoning description: S-1",0,0,0,0,1,1,0,10.936103740423599
26238 Galleon Dr,https://www.zillow.com/homedetails/26238-Galleon-Dr-Salvo-NC-27972/228617736_zpid/,2001,0.2295684113865932,5.0,5.0,2584.0,2021-07-27,600000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: None, Beach AccessHas waterview: YesWaterview: OceanLotLot features: LevelOther property informationParcel number: 013029000Zoning description: res, Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: None, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: Res",1,0,0,0,1,1,0,13.564494467132567
26238 Rampart St,https://www.zillow.com/homedetails/26238-Rampart-St-Salvo-NC-27972/228617620_zpid/,1998,0.22959136822773185,4.0,4.0,1500.0,2020-07-24,393500.0,Salvo,27972,"Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 012882000",1,0,0,0,0,1,0,25.655091809993817
26240 Wimble Shores Dr,https://www.zillow.com/homedetails/26240-Wimble-Shores-Dr-Salvo-NC-27972/228617487_zpid/,1971,0.0,2.0,2.0,1114.0,2021-03-24,298000.0,Salvo,27972,"Property detailsParkingParking features: No Garage, Off Street, UnpavedPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Sun DeckView description: Salt MarshWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Salt MarshLotLot features: LevelOther property informationParcel number: 012804000Zoning description: S-1",0,0,0,0,1,1,0,17.67135497761533
26242 Rampart St,https://www.zillow.com/homedetails/26242-Rampart-St-Salvo-NC-27972/228617619_zpid/,1978,0.24049586776859505,4.0,2.0,1226.0,2020-08-17,290000.0,Salvo,27972,"Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,476 sqftOther property informationParcel number: 012881000",0,0,0,0,0,1,0,24.866574591981127
26242 Wimble Shores Dr,https://www.zillow.com/homedetails/26242-Wimble-Shores-Dr-Salvo-NC-27972/228617486_zpid/,2001,0.17676767676767677,4.0,4.0,2587.0,2021-02-25,455000.0,Salvo,27972,"Property detailsParkingTotal spaces: 3Parking features: 3 + Car, Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, Pond, Salt Marsh, SoundWaterfront features: More than 5th row, Boardwalk to BeachHas waterview: YesWaterview: Ocean,Pond,Salt Marsh,SoundLotLot size: 7,700 sqftLot features: LandscapedOther property informationParcel number: 012803000Zoning description: R",0,0,0,0,0,1,0,18.558436847879605
26243 Rampart St,https://www.zillow.com/homedetails/26243-Rampart-St-Salvo-NC-27972/250038607_zpid/,2000,0.2295684113865932,5.0,4.0,1950.0,2022-04-15,745000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Screened Porch, Sun DeckFencing: FencedView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: Level, LandscapedOther property informationParcel number: 027107000Zoning description: S1",1,0,0,0,1,1,1,4.956514837160699
26245 Wimble Shore Dr,https://www.zillow.com/homedetails/26245-Wimble-Shore-Dr-Waves-NC-27982/228617471_zpid/,1984,0.18365472910927455,3.0,3.0,1095.0,2021-04-19,400000.0,Waves,27982,"Property detailsParkingTotal spaces: 3Parking features: Carport, Off-streetPropertySpa included: YesExterior features: ShingleView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 012790000",0,0,0,0,0,1,0,16.817127991434916
26245 Wimble Shrs W,https://www.zillow.com/homedetails/26245-Wimble-Shrs-W-Salvo-NC-27972/2073617370_zpid/,1984,0.18365472910927455,3.0,3.0,1095.0,2021-04-19,400000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Storage, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Lake/River, Ocean, Salt Marsh, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Lake/River,Ocean,Salt Marsh,SoundLotLot size: 8,000 sqftLot features: Cul-De-Sac, LevelOther property informationZoning description: Res",0,0,0,0,1,1,1,16.817127991434916
26249 Wimble Shore Dr,https://www.zillow.com/homedetails/26249-Wimble-Shore-Dr-Waves-NC-27982/228617473_zpid/,1974,0.18365472910927455,3.0,2.0,1984.0,2019-10-10,397000.0,Waves,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 012792000",0,0,0,0,0,1,0,35.1172984261461
26259 Wimble Shores Dr,https://www.zillow.com/homedetails/26259-Wimble-Shores-Dr-Waves-NC-27982/2068689488_zpid/,1975,0.1721763085399449,3.0,2.0,1342.0,2021-10-26,635000.0,Waves,27982,"Property detailsParkingTotal spaces: 2Parking features: Attached, 2 Car, Off StreetGarage spaces: 2Covered spaces: 2PropertyPool features: NoneView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessFrontage length: Waterfront: 50,Roadfront: 50Has waterview: YesWaterview: OceanLotLot size: 7,500 sqftLot size dimensions: 50 x 158 x 50 x 145Lot features: Cul-De-Sac, LevelOther property informationZoning description: RES",0,1,0,0,1,1,0,10.574700015501117
26260 Wimble Shore Dr,https://www.zillow.com/homedetails/26260-Wimble-Shore-Dr-Salvo-NC-27972/228617481_zpid/,1965,0.14921946740128558,2.0,1.5,1022.0,2021-07-23,590000.0,Salvo,27972,"Property detailsPropertyExterior features: OtherLotLot size: 6,500 sqftOther property informationParcel number: 012798000",0,0,0,0,0,0,0,13.695914003468015
26260 Wimble Shores Dr,https://www.zillow.com/homedetails/26260-Wimble-Shores-Dr-Salvo-NC-27972/2070509990_zpid/,1965,0.15,2.0,2.0,1022.0,2021-07-23,589900.0,Salvo,27972,"Property detailsParkingTotal spaces: 3Parking features: Off StreetUncovered spaces: 3PropertyLevels: One and One HalfStories: 1Pool features: NoneExterior features: Outdoor Shower, BalconyPatio and porch details: PorchFencing: NoneView description: OceanWaterfront features: Ocean FrontHas waterview: YesWaterview: OceanLiving area range: 1000 - 1199 Square FeetLotLot size: 6,534 sqftLot features: Dead End, City LotOther property informationParcel number: 065705174564Zoning description: 18-OceanfrontSpecial conditions: StandardOther equipment: No Fuel Tank",0,1,0,0,0,1,0,13.695914003468015
26275 State Highway 12,https://www.zillow.com/homedetails/26275-State-Highway-12-Waves-NC-27972/86651404_zpid/,2004,0.25,3.0,2.0,2955.0,2022-03-24,555000.0,Waves,27972,"Property detailsParkingParking features: GaragePropertyExterior features: Other, VinylView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 012905000, Property detailsLotLot size: 0.25 Acres",0,0,0,0,0,1,0,5.679322287005665
26283 Colony Dr,https://www.zillow.com/homedetails/26283-Colony-Dr-Salvo-NC-27972/228617692_zpid/,1985,0.2295684113865932,4.0,2.0,1943.0,2022-01-28,785000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftOther property informationParcel number: 012969000Zoning description: S-1",0,1,0,0,1,1,0,7.48634091161808
26315 Galleon Dr,https://www.zillow.com/homedetails/26315-Galleon-Dr-Salvo-NC-27972/228617724_zpid/,2005,0.0,5.0,6.0,3205.0,2021-09-17,500000.0,Salvo,27972,"Property detailsPropertyPool features: NonePatio and porch details: Covered DecksView description: Ocean, SoundWaterfront features: More than 5th rowHas waterview: YesWaterview: Ocean,SoundOther property informationParcel number: 01301600001Zoning description: res",0,0,0,0,0,1,0,11.856040494771738
26329 Colony Dr,https://www.zillow.com/homedetails/26329-Colony-Dr-Salvo-NC-27972/228617695_zpid/,2002,0.22959136822773185,8.0,10.0,4923.0,2020-05-15,1045000.0,Salvo,27972,"Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 012972000",1,0,0,0,0,1,0,27.954933695864163
26428 Colony Dr,https://www.zillow.com/homedetails/26428-Colony-Dr-LOT-14-Salvo-NC-27972/2076059605_zpid/,1986,0.29,4.0,2.0,1474.0,2020-11-03,395000.0,Salvo,27972,"Property detailsPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Screened PorchView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot features: LevelOther property informationZoning description: Res, Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.29 AcresOther property informationParcel number: 012979000",0,0,0,0,1,1,0,22.303893633439884
26453 Galleon Dr,https://www.zillow.com/homedetails/26453-Galleon-Dr-Salvo-NC-27972/228617798_zpid/,1979,0.2295684113865932,3.0,2.0,1008.0,2020-09-21,290000.0,Salvo,27972,"Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 013099000, Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Patio, Sun DeckWaterfront features: None, Beach AccessFrontage length: Waterfront: 0,Roadfront: 76LotLot size dimensions: 76 x 131Lot features: LevelOther property informationZoning description: Res",0,0,0,0,1,1,0,23.716653649045952
26472 Galleon Dr,https://www.zillow.com/homedetails/26472-Galleon-Dr-Salvo-NC-27972/228617793_zpid/,1980,0.22959136822773185,4.0,2.0,1248.0,2020-11-25,220000.0,Salvo,27972,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013094000, Property detailsPropertyPool features: NoneExterior features: Outdoor ShowerWaterfront features: 4 - lots from oceanfront (5th roLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: S-1",0,0,0,0,0,1,1,21.581086183594916
26501 Colony Dr,https://www.zillow.com/homedetails/26501-Colony-Dr-Salvo-NC-27972/228617753_zpid/,1984,0.22959136822773185,4.0,3.0,1784.0,2020-08-07,575000.0,Salvo,27972,"Property detailsPropertyExterior features: Shingle, WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013048000",0,0,0,0,0,1,0,25.19512343281975
26509 Colony Dr,https://www.zillow.com/homedetails/26509-Colony-Dr-Salvo-NC-27972/228617754_zpid/,1987,0.2295684113865932,4.0,3.0,2135.0,2022-04-19,865000.0,Salvo,27972,"Property detailsParkingParking features: No Garage, Off Street, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach AccessFrontage length: Waterfront: 0,Roadfront: 70Has waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: Adj to Park Serv./Preserv, LevelOther property informationParcel number: 013049000Zoning description: S-1",0,1,0,0,1,1,0,4.825095300825251
26555 Colony Dr,https://www.zillow.com/homedetails/26555-Colony-Dr-LOT-9-Salvo-NC-27972/2076059247_zpid/,1987,0.22959136822773185,4.0,3.0,1568.0,2020-10-28,449500.0,Salvo,27972,"Property detailsParkingParking features: Carport, Off Street, Underground, UnpavedHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivatePatio and porch details: Covered Decks, Patio, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: Res, Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: WoodLotLot size: 10,001 sqftOther property informationParcel number: 013052000",0,1,0,0,1,1,0,22.501022937943056
26573 Colony Dr,https://www.zillow.com/homedetails/26573-Colony-Dr-Salvo-NC-27972/228617759_zpid/,1975,0.0,4.0,4.0,2225.0,2021-08-02,735000.0,Salvo,27972,"Property detailsPropertyPrivate pool: YesPool features: Heated Salt, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dry EntryPatio and porch details: Patio, Sun DeckView description: OceanWaterfront features: Ocean Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanOther property informationParcel number: 013054000Zoning description: Res",1,1,0,0,1,1,0,13.367365162629394
26589 Colony Dr,https://www.zillow.com/homedetails/26589-Colony-Dr-Salvo-NC-27972/228617760_zpid/,1995,0.28,4.0,4.0,1792.0,2022-04-20,914000.0,Salvo,27972,"Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Ocean Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.28 AcresLot features: LevelOther property informationParcel number: 013055000Zoning description: S-1",0,1,0,0,1,1,0,4.792240416741389
26641 Colony Dr,https://www.zillow.com/homedetails/26641-Colony-Dr-Salvo-NC-27972/228617824_zpid/,1996,0.24104683195592286,5.0,3.0,2248.0,2021-06-22,600000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: Heated, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,500 sqftLot features: LevelOther property informationParcel number: 013130000Zoning description: Res",1,0,0,0,1,1,0,14.71441541006774
26653 Colony Dr,https://www.zillow.com/homedetails/26653-Colony-Dr-Salvo-NC-27972/308901822_zpid/,1979,0.24104683195592286,4.0,3.0,1560.0,2020-09-24,460000.0,Salvo,27972,"Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 10,500 sqftOther property informationParcel number: 013128000, Property detailsParkingTotal spaces: 2Parking features: CarportPropertyExterior features: Shingle, WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqft, Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: StoragePatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot features: LevelOther property informationZoning description: Res",1,1,0,0,1,1,0,23.618088996794366
26671 Colony Dr,https://www.zillow.com/homedetails/26671-Colony-Dr-Salvo-NC-27972/228617826_zpid/,1985,0.24097796143250688,4.0,3.0,1456.0,2020-06-29,359000.0,Salvo,27972,"Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,497 sqftOther property informationParcel number: 013132000",1,0,0,0,0,1,0,26.47646391209037
26719 State Highway 12,https://www.zillow.com/homedetails/26719-State-Highway-12-Salvo-NC-27972/86652078_zpid/,2002,0.2295684113865932,3.0,2.0,1339.0,2022-03-22,425000.0,Salvo,27972,"Property detailsParkingParking features: Off Street, UndergroundHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered DecksWaterfront features: More than 5th rowLotLot size: 10,000 sqftLot size dimensions: 10000Lot features: LevelOther property informationParcel number: 013066000Zoning description: Res",0,0,0,0,0,0,0,5.7450320551733896
26747 Colony Dr,https://www.zillow.com/homedetails/26747-Colony-Dr-Salvo-NC-27972/228617829_zpid/,1969,0.25,4.0,2.0,1689.0,2022-01-10,499000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Patio, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.25 AcresLot size dimensions: 11000 sq ftLot features: Easement(s), LevelOther property informationParcel number: 013137000Zoning description: Res",0,0,0,0,1,1,0,8.077728825127599
26787 Colony Dr,https://www.zillow.com/homedetails/26787-Colony-Dr-Salvo-NC-27972/228617814_zpid/,1994,0.24104683195592286,5.0,4.0,2919.0,2021-12-17,1050000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot features: Easement(s), LevelOther property informationParcel number: 01312000001Zoning description: Res",1,1,0,0,1,1,0,8.866246043140288
26790 Colony Dr,https://www.zillow.com/homedetails/26790-Colony-Dr-Salvo-NC-27972/228617849_zpid/,1988,0.22959136822773185,4.0,3.0,1640.0,2020-07-30,317500.0,Salvo,27972,"Property detailsPropertySpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013159000",0,0,0,0,0,1,0,25.457962505490645
26791 Colony Dr,https://www.zillow.com/homedetails/26791-Colony-Dr-Salvo-NC-27972/228617831_zpid/,1992,0.24104683195592286,2.0,2.0,1076.0,2020-11-13,332000.0,Salvo,27972,"Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,497 sqftOther property informationParcel number: 013140000, Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,500 sqftLot features: LevelOther property informationZoning description: Res",0,0,0,0,1,1,0,21.975344792601263
26793 Colony Dr,https://www.zillow.com/homedetails/26793-Colony-Dr-Salvo-NC-27972/250162467_zpid/,2017,0.24104683195592286,4.0,3.0,2140.0,2022-02-21,1010000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Off Street, Paved, UnpavedCarport: YesPropertyPool features: NoneSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun Deck, Roof Top DeckFencing: FencedView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot features: LevelOther property informationParcel number: 013119001Zoning description: Res",0,1,0,0,1,1,0,6.69782369360539
26860 Colony Dr,https://www.zillow.com/homedetails/26860-Colony-Dr-Salvo-NC-27972/228617847_zpid/,1983,0.2295684113865932,3.0,2.0,1342.0,2022-05-31,546000.0,Salvo,27972,"Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: Easement(s), LevelOther property informationParcel number: 013156000Zoning description: s1",0,0,0,0,1,1,0,3.445190169303043
26865 Colony Dr,https://www.zillow.com/homedetails/26865-Colony-Drive-Salvo-NC-27972/2094649133_zpid/,2003,0.22959136822773185,4.0,6.0,3192.0,2021-04-01,536000.0,Salvo,27972,"Property detailsParkingTotal spaces: 4Parking features: Off-streetPropertyPrivate pool: YesSpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqft, Property detailsParkingParking features: Off Street, Paved, Underground, UnpavedHas garage: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Patio, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: Easement(s), LevelOther property informationParcel number: 013111000Zoning description: Res",1,0,0,0,1,1,0,17.408515904944434
26868 Colony Dr,https://www.zillow.com/homedetails/26868-Colony-Dr-Salvo-NC-27972/228617854_zpid/,1974,0.2295684113865932,2.0,2.0,640.0,2021-05-07,295000.0,Salvo,27972,"Property detailsPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun Deck, Roof Top DeckView description: SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: SoundLotLot size: 10,000 sqftLot features: Easement(s), LevelOther property informationParcel number: 013164000Zoning description: S-1",0,0,0,0,1,1,0,16.225740077925398
26872 Colony Dr,https://www.zillow.com/homedetails/26872-Colony-Dr-Salvo-NC-27972/228617846_zpid/,1971,0.2295684113865932,1.0,1.0,804.0,2020-02-03,111000.0,Salvo,27972,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 013155000",0,0,0,0,0,1,0,31.306131872418096
26901 Colony Dr,https://www.zillow.com/homedetails/26901-Colony-Dr-Salvo-NC-27972/228617805_zpid/,1978,0.2295684113865932,4.0,2.0,1116.0,2020-06-17,255000.0,Salvo,27972,"Property detailsParkingParking features: CarportPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 013109000",0,0,0,0,0,1,0,26.870722521096713
26904 Colony Dr,https://www.zillow.com/homedetails/26904-Colony-Dr-LOT-50-Salvo-NC-27972/2099898391_zpid/,2003,0.0,5.0,4.0,2446.0,2020-02-24,380000.0,Salvo,27972,Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: VinylLotLot size: 0.33 Acres,1,0,0,0,0,0,0,30.616179306656992
26909 Colony Dr,https://www.zillow.com/homedetails/26909-Colony-Dr-Salvo-NC-27972/228617841_zpid/,1992,0.2295684113865932,4.0,2.0,1178.0,2022-05-16,375000.0,Salvo,27972,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 013149000",0,0,0,0,0,1,0,3.938013430560974
26919 Colony Dr,https://www.zillow.com/homedetails/26919-Colony-Dr-Salvo-NC-27972/228617843_zpid/,1999,0.29,6.0,6.0,2822.0,2019-10-28,330000.0,Salvo,27972,Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.29 AcresOther property informationParcel number: 013151000,1,0,0,0,0,1,0,34.52591051263658
27001 4th St,https://www.zillow.com/homedetails/27001-4th-St-Salvo-NC-27972/2073581589_zpid/,1970,0.0,3.0,3.0,968.0,2021-05-05,198000.0,Salvo,27972,"Property detailsPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Sun DeckWaterfront features: 3 - lots from oceanfront (4th roLotLot size: 0.34 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res, Property detailsParkingParking features: Garage - DetachedPropertyExterior features: Other, WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 013286000",0,0,0,0,0,1,1,16.29144984609312
